BRADFORD (SHEARBRIDGE DEPOT),,,,,,,,,,,,
Grid ref,SE152325,Long,-1.770769,Lat,53.788599,,,,,,,
Station no,3265/2/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.63,3.94,0.53,2.62,2.14,4.85,2.48,3.04,2.99,5.35,,
February,3.37,0.85,2.01,3.16,2.80,1.41,2.98,5.31,0.13,1.98,,
March,3.12,2.08,1.61,2.43,2.58,1.07,2.44,1.77,1.24,1.78,,
April,1.71,1.74,2.57,0.43,1.04,2.32,0.29,0.78,3.44,1.44,,
May,4.72,1.73,1.79,3.01,2.42,1.06,1.42,3.96,1.11,1.26,,
June,1.23,1.66,2.74,1.84,1.88,2.17,1.91,4.72,2.36,0.99,,
July,2.98,1.48,3.39,1.99,0.93,4.55,3.07,4.25,2.70,4.12,,
August,5.16,3.59,3.11,6.32,0.81,6.96,5.34,2.74,0.59,4.71,,
September,2.22,2.72,2.80,3.85,1.60,3.06,4.18,3.30,0.17,3.11,,
October,1.13,4.03,2.06,5.44,2.04,1.69,2.91,3.06,4.40,4.88,,
November,7.78,1.59,3.68,5.38,2.42,0.95,2.06,0.93,3.93,6.41,,
December,5.07,3.46,1.70,4.48,4.15,3.70,4.36,4.36,5.95,3.77,,
Total,42.12,28.87,27.99,40.95,24.81,33.79,33.44,38.22,29.01,39.80,,
Calc annual,42.12,28.87,27.99,40.95,24.81,33.79,33.44,38.22,29.01,39.80,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
