KESWICK MIREHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY232282,Long,-3.191559,Lat,54.643041,Elevation,280,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,5.24,0.59,3.88,2.51,3.27,8,8.25,2.29,5.48,9.21,2.99,3.72,10.43,4.88,5.32,6.53,5.68,4.56,9.11,11.35,5.94,6.83,2.57,8.85,4.15,1.28,1.18,0.45,4.24,6.85,7.48,2.89,6.45,4.06,2.88,,6.71,3.47,3.25,2.1,5.57,3.2,3.07,,2.22,8.52
February,,,,,3.02,,3.55,4.04,1.39,4.12,2.51,7.06,1.52,3.65,3.3,3.53,5.72,4.53,6.85,8.12,5.18,3.89,5.25,0.86,3.59,1.05,4.46,4.76,2.89,2.85,5.43,4.41,4.12,4.93,6.1,6.87,1.54,3.01,0.74,,1.43,0.42,3.09,5.9,8.48,1.99,2.17,,5.77,3.68
March,,,,,2.58,4.93,,4.99,3.34,7.14,6.47,7.51,2.94,2.26,5.01,2.4,3.39,2.73,8.19,0.74,3.44,3.57,3.76,3.11,3.74,1.45,4.59,3.89,2.9,4.27,1.99,3.85,3.92,2.65,4.73,3.41,3.92,1.76,4.23,,3.35,2.48,1.46,1.9,3.53,5.07,8.03,,2.53,2.95
April,,,,,1.07,1.48,2.43,2.34,2.57,4.31,2.23,0.96,4.6,5.15,2.45,0.48,2.09,5.35,3.1,2.53,2.34,2.29,2.46,0.34,2.59,1.35,3.59,2.09,2.6,1.44,3.16,1.36,4.45,2.19,1.61,3.55,3.51,3.44,2.5,,1.49,1.23,0.67,0.57,1.86,2.96,3.3,,4.27,3.72
May,,,,,3.6,1.68,4.62,2.17,3.62,0.24,2.84,1.41,5.15,3.33,2.09,6.43,1.89,2.21,3.15,3.26,4.3,1.21,3.75,1.86,1.35,3.36,0.83,4.03,4.94,1.73,1.8,3.58,2.23,1.81,4.65,3.71,6.08,2.38,3.01,,2.75,3.14,5.21,2.24,3.99,0.65,0.84,,3.73,4.25
June,,,,,7.33,4.72,4.78,3.71,2.56,2.62,4.92,2.08,5.53,4.92,3.99,1,2.52,1.62,1.15,2.09,1.4,1.63,5.64,2.05,1.05,3.32,3.32,4.09,3.25,4.47,3.79,4.11,4.82,3.79,1.63,1.43,1.26,0.46,1.54,,5.18,1.41,3.67,2.9,3.72,0.86,3.2,,3.06,0.99
July,,,,,1.92,3.53,2.01,2.84,4.1,1.59,1.86,4.91,3.72,1.35,1.25,2.86,5.33,4.25,0.61,1.38,1.08,2.82,3.82,6.18,2.45,2.74,3.7,5.4,1.34,6.35,3.89,4.7,6.67,4.71,6.04,1.91,5.01,2.54,6.13,,3.97,3.58,2.16,4.27,3.73,6,4.72,,1.12,3.17
August,,,,,4.46,2.81,4.8,2.15,3.25,4.24,5.82,7.02,4.4,4.59,3.21,4.11,5.3,2.5,5.31,2.2,3.39,4.81,3.9,5.62,7.1,2.66,4.59,7.22,5.17,5.18,1.06,6.71,4.23,3.96,2.31,2.83,1.98,1.97,3.4,,5.38,11.64,7.51,5.01,5.25,6.63,3.23,6.5,5.94,2.37
September,,,,,2.63,1.23,4.86,3.53,6.88,5.98,1.65,7.4,2.15,8.68,6.58,1.54,8.2,5.25,3.13,9.55,4.71,2.81,8.91,2.26,7.85,5.42,5.72,3.21,7.67,3.85,5.81,2.36,3.56,5.19,5.16,5.18,7.24,5.84,1.83,,5.57,7.93,8.05,5.14,0.52,1.42,6.55,5.92,1.94,7.93
October,,,,,6.29,8.31,3.29,3.14,5.37,3.28,8.57,3.24,9.98,6.1,5.22,5.95,2.95,4.68,6.5,3.94,11.13,3.65,8.64,5.95,10.64,4.9,3.75,7.85,6.98,2.51,4.18,2.92,3.43,7.29,3.34,6.16,6.03,2.68,4.73,,4.33,7.41,7.41,6.86,4.63,6.4,9.05,2.64,4.52,5.95
