KESWICK MIREHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY232282,Long,-3.191559,Lat,54.643041,Elevation,280,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,,,6.76,5.76,2.47,7.31,2.41,5.24,4.7,4.43,2.87,3.73,4.85,3.52,6.1,6.55,2.66,4.86,4.8,6.1,8.61,4.3,3.67,5.79,6.13,8.81,6.35,10.3,1.09,9.22,5.42,9.38,8.07,7.47,3.47,7.19,8.39,7.31,7.65,,1.69,5.65,7.77,6.65,4.2,6.67,5.24,7.87,4.14,3.33,4.12,4.45,2.36,4.15,3.93,3.66,6.67,6.36,2.39,6.22
February,,,,,,,,,,,,,,9.45,4.64,3.68,3.75,2.74,4.55,4.12,8.64,6.39,2.66,3.45,7.26,8.1,6.57,1.46,6.01,0.4,4.76,0.28,5.08,7.4,0.88,7.24,5.37,2.2,5.76,0.8,0.72,4.85,0.15,6.45,1.65,8.71,3.79,7.37,2.91,8.15,1.19,5.87,2.54,4.78,2.48,5.55,4.17,1,3.79,4.53,6.03,5.16,1.2,1.66,4.12,1.51,1.01,5.4,6.27,1.52,6.06
March,,,,,,,,,,,,,,10,3.69,4.29,3.06,5.73,4.59,4.22,3.97,1.57,6.98,6.87,5.89,2.14,1.84,2.74,1.65,4.5,7.89,9.14,2.76,1.61,0.92,2.94,2.37,4.22,4.44,0.58,2.87,0.81,3.86,4.93,3.68,1.27,2.37,3.08,3.04,4.29,5.87,3.22,2.92,1.44,0.66,3.33,2.57,6.34,4.74,1.53,4.13,6.1,2.1,0.73,3.59,1.61,2.44,3.46,1.01,3.36,1.46
April,,,,,,,2.95,,,,,,,1.7,3.92,4.25,1.31,2.44,1.99,2.99,3.96,4.35,1.01,5.71,2.36,3.75,5.05,3.05,0.88,2.7,3.2,1.33,3,3.98,2.73,5.9,3.83,4.11,1.74,1.53,1.52,2.65,4.17,2.64,4.66,4.88,1.02,2.67,0.75,2.68,2.25,2,2.2,2.96,2.14,2.37,1.7,8.33,2.61,6.04,4.17,4.04,2.85,4.57,1.32,1.92,1.16,1.11,1.86,4.83,3.79
May,,,,,,,0.81,,,,,,,3.02,2.46,2.38,5.43,4.94,2.98,1.74,3.33,3.59,2.02,2.39,3.23,1.12,3.21,2.63,1.73,2.6,6.19,3.21,2.02,4.39,4.57,5.21,3.28,2.32,1.46,3.36,1.89,2.78,3.17,3.11,4.53,1.04,1.37,2.21,3.63,1.12,2.41,4,4.04,4.18,2.93,5.96,1,3.53,1.89,2.76,2.29,2.44,3.36,4.17,4.88,4.28,2.77,2.54,3.93,1.22,2.13
June,,,,,,,2.98,,,,,,,1.05,2.94,1.95,1.98,5.93,2.19,3.29,3.18,6.27,5.86,4.46,2.61,0.79,3.6,2.66,1.94,2.8,1.71,0.45,3.09,1.4,2.4,0.43,4.84,4.21,5.21,2.14,2.59,7.04,2.11,2.84,2.77,4.93,3.56,1.68,7.85,3.84,1.4,0.6,1.03,3.58,5.21,4.6,3.07,3.4,6.76,0.73,2.7,1.66,3.08,1.45,4.8,3.3,2.25,1.6,3.62,4.11,1.86
July,,,,,,,4.32,,,,,,,4.8,3.21,1.33,2.86,2.02,4.24,6.84,4.76,0.77,5.03,0.79,4.68,4.31,5.52,0.8,4.08,1.2,5.56,3.01,5.19,3.33,5.5,2.02,4.23,6.47,5.31,5.38,5.71,6.77,6.4,4.61,2.08,2.34,5.77,3.45,6.13,6.07,5.24,2.63,4.06,2.24,2.93,4.72,5.62,2.62,3.05,2.1,3.54,3.4,3.54,5.5,5.88,2.58,6.12,3.79,3.02,4.73,7.08
August,,,,,,,2.8,,,,,,,6.4,4.29,3.48,5.22,4.16,5.87,3.61,7.33,3.23,5.95,2.29,2.8,3.79,2.65,8.26,5.57,3.8,2.53,6.94,3.47,8.57,5.08,3.84,4.9,6.9,6.32,4.71,9.91,4.34,1.98,2.38,6.38,2.77,1.74,3.45,3.59,3.25,2.82,7.4,4.89,7.62,4.32,2.88,6.92,0,5.36,2.77,7.56,5.42,7.92,4.89,6.46,3.55,8.82,6.13,5.12,0.85,3.67
September,,,,,,,5.96,,,,,,,5.59,1.25,4.49,1.49,0.44,4.53,2.5,0.63,3.2,2.41,2.34,3.32,0.92,2.87,4.69,11.62,4,2.23,2.15,3.31,7.01,6.86,4.52,6.19,7.51,2.86,0.98,3.01,2.21,7.13,1.77,5.88,10.84,6.24,4.48,3.28,2,6.06,1.34,6.44,6.2,6.85,4.87,7.42,3.9,6.88,1.99,11.86,6.55,5.43,8.1,9.36,3.62,3.63,5.82,5.43,1.65,4.75
October,,,,,,,8.48,,,,,,,12.88,2.55,3.79,7.91,8.02,1.71,8.91,3.04,5.27,5.44,4.24,1.51,0.9,9.37,8.04,7,1.9,2.26,4.32,1.87,9.32,4.79,7.08,4.18,6.83,8.13,7.24,9.02,3.49,8.36,4.02,8.38,9.64,6.29,3.52,13.79,2.69,6.45,6.6,7.13,6.93,5.39,6.07,0.64,0.72,3.97,7.91,5.35,1.85,4.81,2.89,11.94,2.76,2.06,5.84,5.46,7.15,3.9
