"DARWEN DAISY GREEN NO. 1",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2945,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.60,6.93,4.83,6.70,3.46,3.45,5.05,4.54,11.81,1.72,6.32,
February,3.22,0.34,6.01,8.13,1.10,6.96,4.53,2.41,5.27,1.00,0.38,
March,4.09,3.63,4.13,2.20,1.64,2.06,2.35,4.64,3.58,1.53,2.95,
April,5.74,2.16,3.92,4.37,2.13,3.41,2.40,3.74,1.29,1.15,2.97,
May,5.60,3.09,2.41,5.00,6.23,4.57,3.45,1.54,1.73,3.27,1.93,
June,3.31,0.49,4.39,1.77,3.01,0.15,3.20,4.71,6.48,1.91,2.84,
July,6.42,2.70,6.30,6.00,5.42,2.21,2.70,4.32,2.53,3.80,7.52,
August,2.53,7.43,7.70,8.17,7.70,3.74,4.17,6.49,7.43,5.47,9.17,
September,2.85,2.69,5.66,6.66,5.74,4.36,4.53,8.36,1.29,1.90,3.58,
October,1.38,3.23,1.39,7.11,5.27,6.00,3.91,4.63,6.08,7.39,6.43,
November,2.19,4.17,4.76,7.19,2.67,3.28,7.62,4.84,7.43,9.27,6.94,
December,2.98,10.88,7.75,5.22,6.37,3.31,1.92,1.11,2.97,9.60,4.74,
Total,44.91,47.74,59.25,68.52,50.74,43.50,45.83,51.33,57.89,48.01,55.77,
Calc annual,44.91,47.74,59.25,68.52,50.74,43.50,45.83,51.33,57.89,48.01,55.77,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
