"MANCHESTER GODLEE OBSERVATORY 8"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ844977,Long,-2.236506,Lat,53.475794,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,4.39,1.38,2.34,1.68,3.79,1.13,3.13,3.25,2.16,4.76,2.38,2.5,2.39,3.93,4.25,4.8,2.82,2.8,2.79,2.09,3.15,3.86,7.85,1.82,3.9,4.73,3.42,1.89,2.22,2.15,,,,,
February,,,,,,,3.25,1.62,2.79,1.26,2.89,2.77,1.1,1.22,1.95,2.48,4,1,3.97,0.69,3.18,0.39,3.59,4.22,0.93,5.29,3.12,1.39,3.87,0.95,0.27,3.78,0.1,3.14,0.35,2.92,,4.06,,,
March,,,,,,,2.73,2.89,2.34,2.94,0.68,1.39,4.46,3.33,3.72,1.32,1.78,1.93,1.39,5.55,3.15,2.32,2.04,1.56,1.37,1.39,1.49,3.43,1.94,1.04,2.64,0.24,1.54,2.7,2.06,1.23,,1.3,,,
April,,,,,,2.72,1.73,1.06,2.37,2.9,2.44,2.5,0.71,3.8,1.2,1.32,2.52,1.33,0.25,1.76,4.46,1.15,2.75,2.99,1.42,2.14,1.51,2.08,0.79,0.97,1.54,3.2,3.19,1.02,1.8,2.58,,2.34,,,
May,,,,,,0.75,3.32,3.62,2.2,1.55,3.51,1.3,2.8,2.81,2.01,1.37,2.47,2.21,3.21,1.62,6.11,2.1,1.43,3.11,5.35,5.26,3.72,1.44,1.24,2.69,1.58,2.7,4.86,1.34,1.94,0.86,,,,,
June,,,,,,2.43,1.33,5.63,1.76,2.05,3.65,2.33,4.34,1.75,1.92,2.74,2.95,1.81,1.54,1.44,2.68,0.39,2.1,0.69,2.88,0.04,2.12,4.42,5.34,0.94,2.21,5.08,0.35,3.47,1.81,3.19,,1.35,,,
July,,,,,,2.21,1.58,3.39,4.71,4.96,4.11,0.58,4.61,1.22,3.95,5.01,1.66,1.93,3.81,2.05,6.32,1.27,4.35,4.78,3.55,2.19,2.44,1.99,1.68,2.92,5.64,4,4.05,2.46,1.73,1.38,,1.86,,,
August,,,,,,4.59,2.92,3.63,2.99,3.25,5.11,2.38,5.57,2.44,3.2,3.63,1.86,6.6,2.8,3.61,2.24,4.56,4.14,3.89,5.08,3.59,3.75,5.14,5.1,3.65,4.28,7.47,1.21,1.15,3.05,1.98,,,,,
September,,,,,,2.47,1.57,0.9,3.21,2.25,0.21,3.58,1.77,1.58,2.88,0.54,2.32,1.87,9.54,1.86,2.53,0.78,3.62,3.32,3.38,4.12,3.36,5.57,0.84,2.11,3.09,3.38,3.01,1.16,2.19,4.41,,,,,
October,,,,,,2.97,5.28,3.12,1.41,5.16,3.27,2.5,3.53,1.51,1.76,1.37,4.1,5.36,3.18,2.25,1.44,2.06,0.38,4.06,4.4,4.41,3.24,2.28,3.81,5.02,4.28,1.68,6.99,4.08,4.56,5.28,,,,,
November,,,,,,3.1,2.57,2.26,2.82,1.12,4.24,2.74,2.6,3.46,3.6,1.64,2,3.74,1.72,2.53,1.11,2.13,2.39,4.7,1.41,2.67,4.87,3.34,4.57,6.24,4.71,5.57,2.27,1.44,1.39,3.9,,,,,
December,,,,,,0.56,4.04,2.67,2.5,6.43,2.74,5.18,3.77,2.22,4.78,5.39,2.57,1.53,6.4,5.59,2.75,3.76,3.69,3.91,3.7,2.29,1.28,0.98,2.1,5.94,2.61,1.48,1.28,0.23,4.46,3.42,,,,,
Total,,,,,,,34.71,32.17,31.44,35.55,36.64,28.38,38.39,28.59,33.13,31.57,30.61,31.81,40.2,32.88,40.22,25.71,33.3,40.03,36.26,35.48,34.05,35.92,39.13,34.29,36.75,43.31,32.27,24.08,27.56,33.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 mostly estimated so removed - incompleteness of records.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
