"DRUMCHAPEL, WASDALE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 52091 70138,Long,-4.367297,Lat,55.901562,Elevation,49,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,3.59,5.11,6.97,4.83,4.16,4.86,5.01,5.94,5.54,8.89,1.73,5.35,3.61,5.73,3.95,4.82,1.87,4.63,3.88,6.21,4.42,2.36,0.8,5.43,4.63,,,,,,,
February,,,,,,,,,,0.77,4.91,1.43,4.11,5.11,0.81,3.39,4.71,3.14,4.46,2.14,0.24,3.6,0.04,3.31,0.46,3.99,1.69,4.73,2.02,4.81,1.25,3.22,1.92,4.82,,,,,,,
March,,,,,,,,,,3.3,3.56,5.86,1.71,1.54,0.88,2.55,2.75,3.3,4.31,0.9,2.76,1.16,2.44,2.05,2.52,1.65,2.51,1.4,2.42,3.01,3.68,2.63,2.73,2.29,,,,,,,
April,,,,,,,,,,1.68,1.83,0.81,2.72,3.88,2.38,4.38,2.47,2.45,1.17,0.98,1.22,1.78,3.72,1.83,2.78,2.64,1.02,1.71,0.43,1.84,2.22,1.71,2.55,3.34,,,,,,,
May,,,,,,,,,,0.71,4.28,2.02,3.51,1.89,4.42,6.45,2.55,3.47,1.99,2.54,1.51,5.03,3.54,2.64,2.42,0.48,1.53,1.54,3.17,1.31,1.29,3.55,2.99,2.89,,,,,,,
June,,,,,,,,,1.03,3.66,3,0.56,1.93,0.97,2.04,0.47,2.32,4.26,5.24,2.63,3.11,4.74,1.03,2.04,2.03,3.72,1.98,2.44,4.89,2.2,0.92,0.83,1.33,3.51,,,,,,,
July,,,,,,,,,3.51,1.04,3.92,4.38,2.74,3.58,3.6,1.84,3.01,4.14,2.08,2.71,3.85,3.73,2.21,3.22,2.61,1.67,5.26,2.92,3.27,6.31,3.19,3.31,2.64,2.46,,,,,,,
August,,,,,,,,,2.66,2.5,4.95,6.24,2.97,5.48,4.01,3.6,3.31,6.06,4.28,6.12,5.8,2.03,1.86,2.39,4.14,2.35,2.4,2.94,2.15,1.96,2.08,4.38,4.37,,,,,,,,
September,,,,,,,,,5.41,2.36,2.69,1.8,2.27,6.56,4.42,3.66,3.08,5.59,2.93,1.3,4.37,0.95,3.17,0.64,4.55,6.05,4.05,2.24,3.18,2.23,3.6,1.86,5.25,,,,,,,,
October,,,,,,,,,5.19,0.74,1.64,5.03,1.86,5.2,3.19,3.56,6.92,5.63,6.74,5.57,5.69,3.15,6.03,2.63,5.51,9.19,4.73,3.57,7.24,2.18,4.82,3.62,5.01,,,,,,,,
November,,,,,,,,,4.17,3.63,3.95,3.43,2.7,3.5,3.21,0.92,6.92,3.91,5.35,6.63,5,6.92,3.51,2.17,0.96,4.17,3.61,0.55,7.39,7.42,4.59,3.12,0.75,,,,,,,,
December,,,,,,,,,4.27,5.45,4.28,6.37,4.02,3.34,6.42,3.45,1.96,1.5,4.7,9.96,4.3,3.49,7.17,0.74,5.26,2.67,5.82,2.2,2.97,2.31,4.32,2.47,5.07,,,,,,,,
Total,,,,,,,,,,29.43,44.12,44.9,35.37,45.21,40.24,39.28,45.94,48.99,52.14,43.21,43.2,40.19,40.45,27.61,38.06,40.45,39.23,30.12,45.34,40,34.32,31.5,40.04,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G move 1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,659020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
