"VENNFORD RESERVOIR",,,,,,,,,,,,
Grid ref,SX684707,Long,-3.857783,Lat,50.521246,,,,,,,
Station no,1704/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.48,8.03,1.44,1.93,9.46,6.57,5.90,8.46,12.01,7.97,,
February,9.40,1.21,2.81,4.85,6.34,0.44,8.93,7.98,0.51,9.97,,
March,7.76,6.15,1.42,5.80,3.18,2.81,5.98,4.38,8.76,6.35,,
April,3.14,4.93,3.73,0.67,2.10,1.16,0.57,1.43,7.68,6.09,,
May,3.38,4.06,5.73,4.50,6.97,1.28,3.39,6.20,2.16,3.97,,
June,1.07,2.52,3.93,5.23,4.85,2.86,2.62,6.45,1.98,3.01,,
July,2.59,2.04,4.50,4.42,3.24,5.29,5.47,5.05,1.80,6.64,,
August,6.73,8.26,3.40,4.04,0.77,5.18,4.99,7.65,3.41,5.28,,
September,7.93,5.61,6.43,7.45,2.73,11.68,6.26,8.49,0.38,9.43,,
October,1.50,9.94,5.55,7.87,3.54,3.59,4.61,6.73,7.05,15.30,,
November,10.15,5.97,4.00,13.99,8.59,3.03,3.74,3.70,15.27,13.75,,
December,6.46,5.28,1.02,6.40,10.35,11.49,6.37,8.87,19.15,7.37,,
Total,65.59,64.00,43.96,67.15,62.12,55.38,58.83,75.39,80.16,95.13,,
Calc annual,65.59,64.00,43.96,67.15,62.12,55.38,58.83,75.39,80.16,95.13,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
