KINGSTON ST MARY (ST MARY'S COTTAGE),,,,,,,,,,,,
Grid ref,ST223295,Long,-3.110096,Lat,51.059561,,,,,,,
Station no,2076/8/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.35,3.05,0.97,2.13,4.47,3.63,,,4.28,,,
February,3.88,0.82,1.48,2.67,3.05,0.26,,,0.28,,,
March,3.62,2.55,0.83,4.02,1.18,0.69,,,3.58,,,
April,4.15,3.01,3.24,0.22,0.96,1.92,,,3.04,,,
May,3.04,3.86,1.82,1.87,4.37,0.38,,,0.72,,,
June,0.81,3.08,1.86,2.17,3.26,1.29,,,1.54,,,
July,1.87,0.72,2.37,2.68,1.41,2.05,,,1.56,,,
August,4.79,4.21,2.36,2.49,0.67,2.72,,,1.43,,,
September,2.40,3.25,3.22,3.45,1.85,5.69,,,0.23,,,
October,1.37,4.35,2.96,2.44,1.52,1.95,,,3.47,,,
November,7.38,5.40,2.44,6.23,3.24,0.75,,,5.52,,,
December,2.77,2.94,1.13,2.92,6.08,4.52,,,6.34,,,
Total,39.43,37.24,24.68,33.29,32.06,25.85,,,31.99,,,
Calc annual,39.43,37.24,24.68,33.29,32.06,25.85,0.00,0.00,31.99,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,-0.00,NaN,,
