HASLEMERE (GRAYSHURST),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,60,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.77,4.08,7.33,2.72,,,,,,,,
February,3.78,0.79,1.91,0.75,,,,,,,,
March,3.72,2.54,0.79,0.16,,,,,,,,
April,1.56,2.14,1.27,1.35,,,,,,,,
May,3.36,3.46,3.66,0.64,,,,,,,,
June,2.04,0.20,1.81,2.19,,,,,,,,
July,2.38,1.80,2.49,2.07,,,,,,,,
August,5.53,3.52,1.66,1.69,,,,,,,,
September,0.23,2.33,1.72,2.55,,,,,,,,
October,0.93,3.84,3.56,4.56,,,,,,,,
November,4.25,1.79,1.95,5.83,,,,,,,,
December,2.83,5.05,2.53,3.08,,,,,,,,
Total,34.38,31.54,30.68,27.59,,,,,,,,
Calc annual,34.38,31.54,30.68,27.59,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
