DUNFERMLINE KEAVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT066860,Long,-3.501404,Lat,56.057702,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,1.24,1.07,2.54,3.17,4.14,1.45,4.28,1,1.66,0.89,3.58,1.42,1.56,1.27,3.81,1.73,1.23,1.24,0.89,4.74,4.13,1.94,1.58,4.72,1.66,1.06,2.86,1.43,2.91,3.39,3.73,0.9,1.82,3.27,2.13,1.27,,1.95,,
February,1.7,3.72,2.43,1.33,2.32,2.36,0.98,1.49,1.03,1.23,0.81,0.38,1.89,3.21,6.41,0.39,0.89,1.43,1.24,1.76,3.09,0.8,1.1,6.19,3.33,0.91,1.34,1.71,1.35,1.19,2.32,3.12,2.04,1.64,2.18,2.73,,0.87,,
March,2.04,1.7,2.92,0.82,1.96,1.28,2.46,1.11,5.12,1.1,1.58,3.67,0.89,0.72,2.22,2.41,2.04,3.54,1.22,2.31,1.13,1.73,1.58,5.09,1.19,3.15,2.23,2.53,3.37,4.03,1.15,1.6,3.05,2.85,3.47,1.57,,2.26,,
April,2.95,0.49,2.68,1.42,0.74,1.49,1.04,1.75,1.52,2.71,0.95,0.78,0.49,1.19,1.07,1.2,1.43,0.97,1.74,2.5,1.17,1.95,0.8,0.92,2.65,1.35,1.13,0.72,1.1,2.64,2.35,1.08,0.38,1.68,1.05,1.49,,1.78,,
May,0.82,2.8,1.42,0.87,2.26,2.91,2.37,1.02,2.13,2.59,1.37,1.47,2.78,1.64,2.19,0.44,0.62,1.52,1.88,2.57,1.17,0.95,1.56,1.35,2.54,1.52,5.04,2.63,2.24,2.84,1.18,1.1,1.04,1.97,2.13,1.18,,1.78,,
June,1.17,1.29,1.46,2.52,0.55,0.4,1.32,0.54,1.77,0.96,2.64,0.47,3.75,1.65,2.47,1.16,3.28,4.31,1.55,1.38,2.32,1.66,1.98,1.68,1.23,0.5,1.69,3.59,1.37,1.71,1.08,1.26,3.21,1.52,0.41,2.23,,1.64,,
July,2.59,4.56,3.9,5.22,4.8,0.75,2.35,2,4.32,2.1,1.94,2.22,1.75,2.08,2.69,4.41,3.22,1.16,1.27,3,3.62,1.1,2.52,4.12,1.59,2.73,1.44,2.56,3.25,2.48,3.66,1.53,2.26,0.65,2.32,3.29,,2.31,,
August,0.93,4.36,1.87,3.33,1.59,1.4,1.1,2.8,1.42,3.82,3.2,3.8,4.79,2.99,3.85,6.58,1.88,3.84,2.97,0.94,3.15,3.14,2.05,3.26,3.96,2.33,4.4,3.69,0.94,2.29,4.96,0.83,3.95,0.85,1.93,4.47,,6.1,,
September,2.3,3.02,1.95,1.92,1.51,3.1,3.41,3.17,0.87,0.86,1.98,3.69,1.53,0.99,0.26,1.08,3.3,1.91,2.97,2.07,2.56,1.01,1.23,1.99,1.55,1.43,1,1.11,5.72,1.72,0.69,0.96,2.13,2.05,0.72,1.59,,1.66,,
October,1.92,3.07,2.74,2.68,1.43,1.54,3.44,1.31,1.22,2.82,1.96,1.45,3.05,2.72,3.3,2.77,2.63,1.32,3.31,2.88,3.4,2.05,1.06,5.96,1.09,1.83,4.67,4.74,1.8,2.99,1.54,2.42,2.09,1.08,1.54,2.99,,3.43,,
November,3.2,3.43,3.64,3.28,1.79,1.08,1.88,2.49,4.3,0.7,4.89,2.19,2.17,1.31,2.23,2.48,0.77,1.91,4.1,2.5,4.47,2.51,0.8,1.6,0.87,4.03,3.93,1.81,1.58,0.94,2.66,4.02,1.62,2.33,3,1.33,,3.37,,
December,2.5,1.61,3.15,1.94,3.58,1.18,3.04,1.19,1.46,1.75,1.74,4.62,1.01,2.32,2.14,3.07,4.27,2.9,2.62,2.87,4.01,2.83,2.56,1.25,2.94,2.21,1.38,3.78,1.33,3.73,1.49,2.85,4.05,2.02,4.39,5.16,,1.98,,
Total,23.36,31.12,30.7,28.5,26.67,18.94,27.67,19.87,26.82,21.53,26.64,26.16,25.66,22.09,32.64,27.72,25.56,26.05,25.76,29.52,34.22,21.67,18.82,38.13,24.6,23.05,31.11,30.3,26.96,29.95,26.81,21.67,27.64,21.91,25.27,29.3,,29.13,,
