"LITTLEMOOR PUMPING STATION",,,,,,,,,,,,
Grid ref,SP526029,Long,-1.239920,Lat,51.722364,,,,,,,
Station no,1048/6/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.08,,
February,,,,,,,,,,1.67,,
March,,,,,,,,,,0.93,,
April,,,,,,,,,,0.78,,
May,,,,,,,,1.65,,2.64,,
June,,,,,,,,3.25,,3.25,,
July,,,,,,,,2.49,,4.94,,
August,,,,,,,,3.01,,2.41,,
September,,,,,,,,3.40,,4.91,,
October,,,,,,,,2.51,,5.39,,
November,,,,,,,,2.90,,4.70,,
December,,,,,,,,2.67,,4.22,,
Total,,,,,,,,,,38.92,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.88,0.00,38.92,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
