DEANSTON PERTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN 712 015,Long,-4.076381,Lat,56.188713,Elevation,130,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,,,,,,,2.2,1.5,5.35,6,2,3,5,4.8,4.34,4.45,1.8,2.6,7.9,2.8,5.75,10,7.3,6.15,0.95,2.95,4,3.7,6.45,3.7,3.1,6.3,8,4.45,2.76,6.96,4.01,8.37,6.51,3.94,2.93,5.52,6.67,4.6,,,,,
February,,,,,,,,4.6,1.8,4.5,1.85,2,3.3,0.7,3.2,1.9,3.05,4.4,8.1,4.6,6.85,3.55,5.45,1.7,2.7,1.15,4.6,1.1,0.7,4.6,2.95,2.8,1.35,3.4,4.55,2.95,5.91,4.27,5.37,5.87,4.23,5.7,4.12,1.08,0.99,,,,,
March,,,,,,,,1.55,3.2,3.4,0,2.65,5.4,3.8,2.2,3.1,2.85,1.6,2.75,0.8,0.75,5,0.75,2,2.4,2,0.25,3.1,2,5.3,3.9,4.8,3.8,1.7,5.05,1.91,2.75,2.07,4.88,1,0.51,3.48,3.74,1.45,,,,,,
April,,,,,,,,2.05,1.7,1.2,0,1.85,0.2,0.5,1,1.4,3.2,3,2.45,2.2,2.8,1.9,0.7,2,1.4,1.9,0.75,2.5,2.4,4.3,0.65,0.4,3.6,3.3,1.55,0.99,2.11,5.53,3.91,1.42,1.21,4.4,1.35,0.38,,,,,,
May,,,,,,,,1.95,1.5,1.4,1.4,1.6,2.9,0.8,2.55,1.35,2.2,3.6,1.6,2.85,2.2,0.85,1.65,0.6,3.3,1.5,4.7,2.3,4.85,0.3,3.15,0.7,3.9,3.6,1.58,2.98,1.11,3.89,2.9,1.04,2.96,1.1,2.99,3.17,,,,,,
June,,,,,,,,3.05,7.8,1.95,3.3,1.75,2.9,0.9,3.95,1.65,4.95,0.95,4.3,1.7,2,2.95,3,3.6,4.35,3,3.55,3.3,3.5,2.3,3.55,2.6,3.6,3.45,3.84,0.46,2.58,2.2,1.29,2.74,1.71,1.87,6.88,2.06,,,,,,
July,,,,,,,,3.7,5.25,0.5,0.9,1.15,2.3,2.3,1.5,2.85,5.5,2.7,4,3.6,3.2,3.3,3.9,5,4.2,4.2,2.45,2.45,4.85,3,2.85,5.1,5.2,0.2,3.85,3.2,3.27,4.18,0.84,2.19,2.05,5.35,3.65,6.84,,,,,,
August,,,,,,,,2.7,3.95,3.4,1.6,3.55,1,1.7,1.1,2.75,6.5,1.5,3.85,3.9,3.6,2.97,5.85,5,2.4,4.65,5.6,2.3,2.5,2.7,5.4,8,3.5,4,1.62,5.21,6.14,4.48,6.46,0.76,0.95,4.11,6.26,4.82,,,,,,
September,,,,,,,,2.5,3.15,5.6,4.6,3.5,1.4,0.8,1,5.3,3.1,2.2,1.15,2.3,2.3,0.4,1.2,3,2.4,0.7,3.7,3.3,3.9,4,0.7,5.1,2.5,5,4.46,1.15,5.89,4.72,2.64,6.9,3.15,1.9,7.11,4.02,,,,,,
October,,,,,,,,5,3.7,3.35,2,5.2,0.7,3.8,1.4,7.2,4.6,5.9,3,2.6,2.25,2.7,3.2,4.4,3.35,5.15,2.3,3.2,5.4,3.4,4.9,4,7.7,4.2,4.43,4.23,3.28,4.33,4.82,2.72,5.31,3.54,3.43,6.26,,,,,,
November,,,,,,,,4,3.2,2.15,3,3.4,2.1,8.7,5.4,5.5,3.5,4.6,5.05,4.7,5.5,0.95,6.8,3.4,2.75,1.1,0.8,3.2,1.5,3.5,2.8,5.8,3,2.85,3.3,3.31,3.35,1.22,3.11,4.14,1.33,3.13,7.7,2.91,,,,,,
December,,,,,,,,3.6,2.4,2.4,1.3,3.5,5.6,1.7,1.25,6.8,0.2,5.4,3.75,2.85,5,2.15,11.85,0.7,6.75,2.35,5.1,4.8,5.1,4,2.75,2.65,7.1,4.85,3.22,4.6,6.37,3.25,6.81,5.25,2.87,4.3,5.48,3.69,,,,,,
Total,,,,,,,,36.9,39.15,35.2,25.95,32.15,30.8,30.7,29.35,44.14,44.1,37.65,42.6,40,39.25,32.47,54.35,38.7,42.15,28.65,36.75,35.55,40.4,43.85,37.3,45.05,51.55,44.55,41.9,33.75,49.72,44.15,51.4,40.54,30.22,41.81,58.23,43.35,,,,,,
