GREYSTONES KNOCKDOLIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IO2907712484,Long,-6.071278,Lat,53.147472,Elevation,68,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,3.36,3.57,2.36,1.28,1.05,3.38,4.39,6.19,0.49,3.66,2.35,4.4,3.77,4.04,1.86,3.56,2.67,1,4.07,0.39,1.96,0.9,4.43,,,,,,,,,
February,,,,,,,,,0.38,2.69,3.19,0.12,2.16,3.89,2.39,0.77,1.45,1.53,1.63,4.21,6.67,1.38,2.59,2.87,2.96,0.65,1.84,1.28,0.89,0.74,2.9,,,,,,,,,
March,,,,,,,,,3.45,1.71,,1.41,0.99,0.17,1.51,3.14,2.8,3.76,0.77,1.08,1.32,1.84,1.66,5.05,2.41,4.01,1.76,1.31,3.13,4.27,1.91,,,,,,,,,
April,,,,,,,,,1.4,2.01,1.48,2.92,0.89,1.05,4.17,2.47,0.95,4.13,4.14,2.69,1.43,2.81,3.11,1.16,0.93,2.83,1.92,2.61,2.03,3.92,1.84,,,,,,,,,
May,,,,,,,,,2.14,3.13,3.68,3.61,4.7,1.04,3.24,0.28,0.03,1.04,3.56,3.1,3.19,1.15,2.53,3.27,2.99,1.12,2.25,4.92,1.71,2.16,2.11,,,,,,,,,
June,,,,,,,,,4.18,0.15,1.78,2.62,4.23,2.21,1.68,1.42,1.64,4.01,1.05,4.03,1.81,2.46,3.41,1.79,2.28,1.5,0.87,3.47,1.71,3.35,5.54,,,,,,,,,
July,,,,,,,,,4.52,2.42,1.49,1.32,2.92,1.29,3.81,3.68,5.73,1.62,1.15,3.48,5.14,2.39,4.55,2.79,1.4,1.93,1.09,2.53,2.5,2.5,1.71,,,,,,,,,
August,,,,,,,,,1.53,4.41,2.21,4.39,4.59,3.27,4.02,4.73,1.24,6.2,3.18,2.64,6,3.62,3.52,2.87,2.87,8.01,1.77,1.95,4.12,0.82,5.44,,,,,,,,,
September,,,,,,,,,0.67,1.03,3.16,1.95,2.59,0.74,0.69,0.98,7.58,3.62,1.86,2.81,0.69,5.42,4,3.95,2.88,1.06,0.34,0.9,3.6,1.53,0.66,,,,,,,,,
October,,,,,,,,,2.23,6.94,0.6,5.12,3.34,0.71,6.32,2.6,5.93,3.16,4.49,1.56,3.29,2.93,4.65,3.91,0.63,0.64,5.2,5.66,2,4.63,2.78,,,,,,,,,
November,,,,,,,,,5.02,1.08,5.97,5.53,5.02,1.79,3.5,5.45,0.8,5.46,4.61,2.89,6.62,3.39,5.29,2.11,1.49,4.76,1.63,2.9,1.7,1.92,3.53,,,,,,,,,
December,,,,,,,,,5.66,2.12,2.78,4.68,0.76,2.96,3.06,3.42,7.46,4.7,1.76,3.8,2.79,3.33,2.92,2.83,1.89,1.41,1.86,2.76,3.31,6.26,7.66,,,,,,,,,
Total,,,,,,,,,34.54,31.26,,34.95,33.24,22.5,38.78,35.13,36.1,42.89,30.55,36.69,42.72,34.76,40.09,36.16,25.4,28.92,24.6,30.68,28.66,33,40.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890 Mar deleted on record when gauge moved from Knockevin therefore total removed too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knockevin (Knockeeven) on Church Road as is Knockdolian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
