"CASTLE CARY",,,,,,,,,,,,
Grid ref,ST641320,Long,-2.513931,Lat,51.086184,,,,,,,
Station no,2079/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.12,2.25,0.96,1.67,3.14,3.35,2.67,2.37,4.13,3.47,,
February,4.43,0.98,1.83,2.76,1.74,0.23,3.25,3.36,0.33,2.60,,
March,3.55,4.46,0.76,3.98,1.22,0.87,1.84,1.13,4.19,1.47,,
April,3.68,2.10,2.94,0.23,1.57,1.10,0.16,1.02,2.09,2.10,,
May,2.99,3.30,1.95,1.95,4.01,0.61,1.62,2.46,1.28,1.70,,
June,1.38,2.01,2.58,3.70,2.31,2.11,2.45,4.05,0.71,1.64,,
July,2.14,0.85,3.98,3.23,1.68,2.58,3.61,2.42,1.80,4.76,,
August,5.91,6.29,3.57,5.21,1.17,4.32,3.36,3.32,1.00,7.97,,
September,3.19,3.32,3.19,3.20,1.11,4.24,3.96,5.45,0.23,3.98,,
October,0.98,3.58,2.11,3.59,2.15,2.93,2.86,2.61,3.56,7.76,,
November,8.69,3.99,1.64,5.25,2.87,0.86,2.03,2.57,3.87,3.77,,
December,2.81,3.10,0.76,3.38,4.51,3.55,3.34,3.47,7.08,3.35,,
Total,42.87,36.23,26.27,38.15,27.48,26.75,31.15,34.23,30.27,44.57,,
Calc annual,42.87,36.23,26.27,38.15,27.48,26.75,31.15,34.23,30.27,44.57,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,,
