"ODIHAM (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SU739521,Long,-0.942234,Lat,51.263277,,,,,,,
Station no,752/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.83,2.21,0.75,1.33,2.18,3.56,2.10,2.72,3.00,3.32,,
February,5.52,0.73,1.13,2.52,1.13,0.12,3.10,2.56,0.24,2.65,,
March,4.37,2.00,0.58,2.12,0.63,0.64,1.01,1.28,3.38,1.30,,
April,2.86,1.64,2.19,0.35,0.32,0.85,0.30,0.81,2.29,0.64,,
May,2.69,2.98,2.00,3.91,3.24,0.04,1.26,1.85,1.17,1.56,,
June,1.03,1.58,1.57,2.71,3.05,1.54,0.80,3.11,0.83,1.16,,
July,1.56,0.59,2.32,2.14,1.71,4.62,3.77,1.65,2.71,2.68,,
August,4.46,3.15,1.87,2.94,0.69,3.41,2.06,4.39,2.01,4.50,,
September,3.48,4.03,1.29,2.18,1.67,4.39,2.75,3.76,0.07,3.28,,
October,1.07,2.99,3.80,2.27,4.60,2.87,2.10,2.72,2.46,8.56,,
November,6.68,2.61,0.80,5.58,2.21,0.71,2.93,2.34,2.45,4.49,,
December,2.53,2.09,0.58,3.13,2.70,4.57,2.51,2.48,5.16,3.81,,
Total,40.08,26.60,18.88,31.18,24.13,27.32,24.69,29.67,25.77,37.95,,
Calc annual,40.08,26.60,18.88,31.18,24.13,27.32,24.69,29.67,25.77,37.95,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
