CHERTSEY-BOTLEYS-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ022652,Long,-0.533,Lat,51.377,Elevation,111,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,1.89,0.97,1.83,1.14,3.64,2.65,0.57,4.32,0.93,1.24,3.22,4.16,2.28,2.38,2.83,1.38,2.48,1.97,3.07,1.86,3.7,1.38,3.66,1.36,,,,,,,,,
February,,,,,,,,,1.29,0.27,2.95,1.31,1.89,1.03,3.08,3.83,4.22,0.94,1.02,2.36,0.31,0.36,2.36,3.46,0.32,3.48,2.2,3.88,1.71,0.49,0.61,1.63,,,,,,,,,
March,,,,,,,,,2.47,3.26,1.01,1.51,2.87,2.73,4.52,0.88,4.53,1.91,0.96,3.87,1.5,1.14,1.89,2.56,0.9,0.63,0.69,2.64,1.59,0.02,1.2,0.2,,,,,,,,,
April,,,,,,,,,3.19,1.65,1.03,1.73,0.01,2.36,0.89,1.2,1.05,1.98,3.42,2.3,3.48,0.73,2.98,2.06,3.39,1.83,3.14,1.78,1.39,0.93,1.59,3.61,,,,,,,,,
May,,,,,,,,,1.49,1.67,1.69,1.19,1.29,1.44,0.96,3.8,1.74,1.57,2.15,0.25,0.77,1.19,0.96,2.58,3.44,2.57,1.36,1.26,1.77,1.81,2.7,2.83,,,,,,,,,
June,,,,,,,,,1.41,3.31,1.91,1.95,4.43,0.84,1.35,1.19,1.26,2.85,0.64,1.04,1.87,0.21,0.87,0.32,4.06,0,2.92,2.79,2.23,0.9,1.22,1.38,,,,,,,,,
July,,,,,,,,,2.22,2.55,2.22,1,1.33,1.06,3.37,4.19,0.76,5.42,4.86,3.02,5.11,0.28,3.07,1.78,3.67,3.8,1.4,2.67,2.13,1.2,1.83,3.2,,,,,,,,,
August,,,,,,,,,2.81,1.64,2.37,0.68,5.53,1.36,2.23,3,3.48,5.55,1.08,2.4,1.78,0.68,2.37,1.78,3.06,3.2,1.05,3.22,2.13,1.73,3.12,4.69,,,,,,,,,
September,,,,,,,,,1.46,3.46,0.74,1.21,2.79,1.75,0.81,2.22,1.65,1.67,5.07,1.47,2.09,1.8,1.66,1.7,3.24,2.92,1.7,4.71,0.97,0.13,2.85,1.95,,,,,,,,,
October,,,,,,,,,2.51,3.45,3.4,3.3,2.73,4.13,1.77,2.78,4.2,3.57,1.46,0.56,1.5,0.93,0.98,5.68,3.59,3.33,2.42,1.38,4.32,3.01,0.94,0.58,,,,,,,,,
November,,,,,,,,,0.73,0.74,2.69,3.76,1.97,2.26,2.84,2.14,4.4,1.12,2.42,1.41,1.17,1.82,1.36,1.68,2.96,1.73,4.83,3.1,1.79,5.97,4.29,2.61,,,,,,,,,
December,,,,,,,,,2.23,2.76,4.56,5.64,3.28,1.18,7.5,6.23,2.5,1.32,2.2,4.81,2.14,1.22,3.21,2.29,3.57,2.97,0.29,4.15,2.4,6.09,2.29,0.57,,,,,,,,,
Total,,,,,,,,,23.7,25.73,26.4,24.42,31.76,22.79,29.89,35.78,30.72,29.14,28.5,27.65,24,12.74,24.54,27.27,34.68,28.43,25.07,33.44,26.13,23.66,26.3,24.61,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge read at 5pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exact location in large gardens unknown but elevation distance to church and being within walled area suggest near kitchen garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Aug Observer left and gauge moved prior to that date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
