"CHERTSEY BOTLEYS PARK GARDENS",,,,,,,,,,,,
Grid ref,TQ022649,Long,-0.533089,Lat,51.373969,,,,,,,
Station no,239,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.89,0.97,,
February,,,,,,,,,1.29,0.27,,
March,,,,,,,,,2.47,3.26,,
April,,,,,,,,,3.19,1.65,,
May,,,,,,,,,1.49,1.67,,
June,,,,,,,,,1.41,3.31,,
July,,,,,,,,,2.22,2.55,,
August,,,,,,,,,2.81,1.64,,
September,,,,,,,,,1.46,3.46,,
October,,,,,,,,,2.51,3.45,,
November,,,,,,,,,0.73,0.74,,
December,,,,,,,,,2.23,2.76,,
Total,,,,,,,,,23.70,25.73,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.70,25.73,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,,
