Rainfall at,MULL OF KINTYRE II
,
Station no,5415,
,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,1.27,6.06,4.91,2.38,3.76,4.09,4.67,7.90,3.83,2.84,
February,3.55,2.85,1.87,0.84,3.72,2.02,1.00,2.69,2.16,2.83,
March,3.45,3.97,1.28,0.54,1.71,1.47,5.30,3.34,3.45,2.73,
April,1.77,1.59,2.25,1.96,1.27,0.85,2.17,1.31,3.65,3.46,
May,1.85,2.78,3.69,2.10,4.51,0.32,4.92,1.07,1.64,2.03,
June,1.13,1.30,4.17,1.93,2.85,2.80,5.32,3.26,1.35,1.45,
July,2.73,3.27,1.70,4.36,3.41,3.76,3.50,3.35,4.01,5.50,
August,4.29,4.88,8.48,2.65,1.17,3.66,0.00,5.19,3.19,5.50,
September,1.36,5.00,2.72,5.63,2.14,5.67,2.84,5.21,2.10,8.06,
October,5.44,4.75,3.47,5.63,2.96,0.48,1.47,5.61,5.27,5.12,
November,4.34,1.72,2.61,5.04,1.54,6.02,4.52,2.57,5.51,2.36,
December,1.27,4.85,1.84,4.13,4.13,4.46,2.39,5.51,5.76,2.98,
Total,32.45,43.02,38.99,37.19,33.17,35.60,38.10,47.01,41.92,44.86,
Calc annual,32.45,43.02,38.99,37.19,33.17,35.60,38.10,47.01,41.92,44.86,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
