"ST ANDREWS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5497,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.51,3.00,3.28,1.70,2.25,2.20,4.42,2.14,5.94,1.09,1.80,
February,1.68,0.30,2.26,4.02,0.67,3.52,3.92,1.10,1.55,1.74,1.08,
March,1.64,2.42,2.24,1.44,0.84,1.43,0.99,2.02,3.41,0.33,1.68,
April,1.78,1.05,1.44,2.05,1.55,3.35,1.74,1.16,0.72,1.19,1.83,
May,2.79,2.32,0.82,1.12,3.22,3.67,1.60,2.32,1.28,2.49,1.08,
June,0.65,0.45,1.49,0.76,1.50,0.62,2.48,1.74,3.93,1.44,1.54,
July,2.13,1.96,4.06,1.61,5.10,1.04,2.29,2.70,1.31,3.04,2.45,
August,3.41,3.06,1.82,3.77,1.71,1.65,2.01,4.76,4.17,3.50,6.05,
September,1.77,1.01,2.24,2.06,4.53,2.91,4.29,5.10,2.35,0.49,4.37,
October,2.28,2.91,1.77,2.35,4.14,2.23,4.84,4.57,3.81,2.49,3.20,
November,2.43,2.36,1.04,2.44,1.43,0.85,5.24,1.65,3.39,3.80,3.59,
December,3.90,1.57,1.97,2.64,3.58,2.02,0.32,2.11,3.24,4.90,3.28,
Total,26.97,22.41,24.43,25.96,30.52,25.49,34.14,31.37,35.10,26.50,31.95,
Calc annual,26.97,22.41,24.43,25.96,30.52,25.49,34.14,31.37,35.10,26.50,31.95,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
