"ST ANDREWS MWR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5497,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.46,3.88,4.08,1.36,3.64,1.46,3.81,4.85,1.05,1.18,,
February,5.13,1.92,0.76,0.55,2.39,1.14,2.00,2.19,1.31,1.95,,
March,2.17,1.98,0.88,0.64,1.13,2.06,3.77,0.76,1.32,2.58,,
April,1.23,1.39,1.17,2.62,0.96,0.37,2.86,1.30,1.07,1.48,,
May,1.99,4.09,3.59,1.79,4.19,1.76,4.83,2.94,1.48,2.26,,
June,0.87,0.86,2.01,2.37,2.45,2.15,3.11,3.41,0.66,1.05,,
July,1.83,2.55,2.06,2.94,3.21,2.70,1.52,1.45,2.52,2.87,,
August,2.20,2.23,5.48,2.39,3.58,3.17,0.51,5.03,2.67,3.26,,
September,0.80,2.22,2.69,2.90,2.75,2.96,1.68,2.10,1.48,6.48,,
October,3.01,1.87,2.49,3.29,4.57,0.67,1.20,3.15,4.04,1.84,,
November,3.48,0.56,0.96,3.56,1.18,6.09,1.87,1.10,3.23,3.73,,
December,1.00,2.06,1.39,2.56,3.26,2.99,1.21,3.05,2.10,1.14,,
Total,26.17,25.61,27.56,26.97,33.31,27.52,28.37,31.33,22.93,29.82,,
Calc annual,26.17,25.61,27.56,26.97,33.31,27.52,28.37,31.33,22.93,29.82,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,,
