"BURWARTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2018,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.57,3.21,5.41,1.70,3.45,2.60,4.43,3.18,6.02,1.10,6.95,
February,1.90,0.38,4.07,7.15,0.79,4.45,2.40,2.57,3.03,0.66,0.94,
March,2.67,2.34,3.67,1.90,1.53,1.73,0.67,3.71,3.05,0.13,4.57,
April,4.93,1.74,3.29,2.81,4.19,3.35,2.54,1.70,1.79,1.49,3.63,
May,3.13,1.29,1.23,2.03,6.97,2.96,3.92,1.69,1.18,4.54,2.58,
June,2.39,0.54,0.94,0.47,2.78,0.00,2.39,4.56,3.80,3.23,0.93,
July,5.43,0.79,4.50,3.29,4.59,2.33,2.85,2.93,1.25,2.22,4.59,
August,1.33,4.45,2.51,3.12,4.04,2.58,3.53,6.05,3.08,1.73,3.35,
September,2.37,1.09,2.85,2.27,4.69,4.02,1.34,4.95,1.69,0.87,4.14,
October,3.31,2.40,0.72,4.66,4.87,4.81,2.59,3.21,6.29,5.24,2.85,
November,1.39,2.77,1.30,1.89,2.16,2.32,6.59,5.32,4.84,7.84,3.59,
December,3.65,2.85,5.51,3.88,4.66,3.68,0.73,2.96,2.05,6.78,4.39,
Total,37.07,23.85,36.00,35.17,44.72,34.83,33.98,42.83,38.07,35.83,42.51,
Calc annual,37.07,23.85,36.00,35.17,44.72,34.83,33.98,42.83,38.07,35.83,42.51,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
