"SUTTON, BENHILTON, ANGEL HILL",,,,,,,,,,,,
Grid ref,TQ256562,Long,-0.200130,Lat,51.291090,,,,,,,
Station no,RR8405,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.21,0.85,0.60,2.18,3.06,1.00,3.30,0.73,1.37,0.96,,
February,4.40,0.91,0.74,1.14,2.85,0.73,1.60,1.23,0.99,0.65,,
March,0.92,2.63,1.49,1.82,1.40,2.86,1.06,0.59,2.87,3.45,,
April,0.89,1.92,0.68,1.73,1.22,1.67,0.52,3.45,2.52,2.01,,
May,1.02,0.70,2.24,2.58,2.60,0.70,1.26,1.63,1.99,1.34,,
June,3.00,1.38,4.10,6.76,0.80,5.33,2.43,1.85,2.12,3.97,,
July,1.43,3.03,1.16,4.80,1.51,0.78,0.57,0.82,3.02,2.96,,
August,2.32,1.88,3.51,4.63,1.83,2.52,0.62,2.45,3.81,2.09,,
September,0.52,1.51,1.79,3.08,1.48,1.87,1.52,0.59,1.81,2.81,,
October,1.89,2.75,1.48,5.01,1.77,0.95,3.03,3.60,2.52,4.22,,
November,1.96,0.51,1.90,1.97,1.34,3.28,3.65,1.85,0.71,0.92,,
December,2.13,3.75,1.29,1.81,2.07,0.44,1.75,2.68,2.15,2.77,,
Total,23.69,21.82,20.98,37.51,21.93,22.13,21.31,21.47,25.88,28.15,,
Calc annual,23.69,21.82,20.98,37.51,21.93,22.13,21.31,21.47,25.88,28.15,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
