"EDINBURGH W.W. (TALLA LINNS FOOT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5071,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.88,4.20,6.73,8.70,4.47,4.30,9.47,3.77,6.45,6.03,,
February,10.40,6.71,5.64,4.59,12.93,12.60,6.14,1.06,8.59,1.29,,
March,8.04,3.23,8.54,8.60,9.04,2.26,4.36,3.15,2.20,5.06,,
April,5.95,6.44,1.16,8.61,3.38,3.58,5.13,2.80,1.05,4.96,,
May,2.60,5.52,1.73,5.76,3.65,2.03,5.61,3.80,3.45,1.61,,
June,2.05,3.99,8.18,4.11,3.68,1.28,3.83,3.61,1.84,4.73,,
July,6.95,2.37,4.92,0.91,3.26,6.31,6.11,2.34,4.12,1.44,,
August,9.11,3.78,6.32,2.25,4.35,3.25,5.15,9.92,3.34,3.42,,
September,1.24,2.03,3.50,3.56,2.56,1.73,3.22,4.66,9.33,4.53,,
October,4.84,4.86,5.54,6.00,2.90,3.08,9.68,9.05,10.03,3.73,,
November,3.88,9.93,4.66,6.17,8.83,3.00,9.26,6.70,7.07,5.65,,
December,8.97,14.26,13.21,4.99,14.45,11.30,5.45,2.82,5.58,10.44,,
Total,68.91,67.32,70.13,64.25,73.50,54.72,73.41,53.68,63.05,52.89,,
Calc annual,68.91,67.32,70.13,64.25,73.50,54.72,73.41,53.68,63.05,52.89,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
