SUNNINGDALE-THE-CAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU942650,Long,-0.64793,Lat,51.3763,Elevation,286,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,1.66,1.2,1.26,1.54,1.91,0.52,1.03,2.27,3.39,0.41,1.76,0.8,2.25,2.43,1.51,0.68,1.91,1.95,0.82,3.37,0.62,1.59,0.85,1.7,1.12,4.47,3.26,0.54,3.95,1.36,1.32,,
February,,,,,,,,0.35,1.12,1.84,1.22,0.09,0.69,2.4,1.23,,0.3,2.52,1.54,2.06,2.84,1.71,0.79,0.88,3.11,0.82,1.62,1.38,1.03,0.42,3.09,1.39,2.26,0.86,2.85,4.42,4.11,1.18,,
March,,,,,,,,2.07,2.85,1.08,1.14,1.6,0.99,0.27,1.36,1.11,2.67,2.59,1.17,0.36,0.93,1.6,1.37,1.96,1.3,3.69,1.59,1.06,2.82,3.4,1.02,1.31,2.53,2.32,4.33,1.66,5.82,2.18,,
April,,,,,,,,0.85,1.37,2.02,1.49,0.94,0.74,0.05,1.37,1.19,0.35,1.43,0.97,1.9,0.54,1.5,0.75,1.92,1.24,1.26,0.49,2.9,3.5,2.35,1.54,1.8,0,2.39,0.7,1.11,1.17,2.09,,
May,,,,,,,,1.32,0.88,2.16,1.15,2.41,0.79,1.16,1.22,0.55,0.18,0.8,1.99,1.38,0.9,0.47,2.24,2.9,2.67,0.98,1.78,1.37,1.46,1.31,1.96,1.38,1.44,1.62,1.22,4.28,2.01,1.57,,
June,,,,,,,1.14,1.03,2.68,0.99,2.59,1.25,1.66,0.78,2.71,0.05,1.43,2.76,2.03,0.88,2.07,0.52,3.05,5.96,0.95,4.12,2.82,2.81,1.14,3.99,2.32,2.14,3.74,0.77,1.39,1.73,1.86,2.05,,
July,,,,,,,2.06,0.51,4.03,1.34,3.67,1.81,2.01,1.22,2.8,4.01,0.92,1.08,0.43,-999,0.67,2.82,1.26,4.2,2.57,0.67,0.36,1.48,1.96,2.61,1.75,0.56,1.78,1.11,2.41,5.09,0.97,5.58,,
August,,,,,,,0.56,0.86,1.92,1.26,1.7,3.28,3.56,1.6,2.45,1.52,1.5,1.61,1.24,-999,1.91,1.15,3,3.51,1.04,2.92,0.78,2.38,2.79,2.05,2.42,0.59,4.34,1.4,1.44,3.58,3.87,4.45,,
September,,,,,,,1.25,2.31,0.88,1.02,0.71,1.01,2.05,0.76,2.03,1.59,6.4,1.82,0.7,2.02,0.42,1.29,1.77,1.98,1.95,1.76,1.32,0.68,1.45,3.11,0.46,1.46,2.83,2.45,0.76,2.93,1.73,1.7,,
October,,,,,,,3.13,1.11,1.2,2.99,0.59,4.95,3.64,4.84,3.44,2.67,2.16,1.29,3.21,2.66,1.61,1.75,1.24,7.11,1.91,1.19,4.51,4.58,2.38,4.57,4.2,3.14,2.45,4.08,1.82,4.17,3.88,2.65,,
November,,,,,,,2.17,3.27,2.92,0.64,1.52,1.9,2.12,1.75,3.3,2.71,1.17,1.07,2.75,3.29,1.92,0.31,2.09,2.59,1.82,2.72,3.58,2.12,0.84,0.53,3.35,3.69,1.81,2.57,2.7,2.86,3.86,,,
December,,,,,,,3.86,1.34,1.41,0.97,0.18,2.23,0.78,2.07,1.66,1.62,3.07,1.67,1.62,1.06,2.18,2.61,1.21,2.22,2.5,0.94,2.84,3.2,2.11,2.28,4.58,5.54,3.09,1.17,7.33,6.36,2.63,,,
Total,,,,,,,,16.68,22.46,17.57,17.5,23.38,19.55,17.93,25.84,,20.56,20.4,18.45,18.81,18.42,17.24,19.45,37.14,23.01,21.89,25.06,24.58,23.07,27.47,28.39,24.12,30.74,24,27.49,42.14,33.27,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observations somewhat rough and figures occasionally indecipherable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899 July Aug bracketed Combined value 0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909 Corrected for wrong day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computed mean 1868-02 too small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
