"WELFORD SALFORD HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4410,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.14,0.81,3.75,3.85,1.15,2.63,1.50,1.83,,,,
February,2.44,1.28,1.52,0.89,1.61,2.89,4.04,1.08,,,,
March,0.67,2.11,2.82,3.83,2.49,1.05,4.76,1.21,,,,
April,1.63,1.13,0.18,2.78,1.18,0.82,1.02,1.63,,,,
May,2.58,1.69,1.94,1.56,1.25,1.82,1.71,,,,,
June,1.46,2.15,3.41,0.78,2.50,0.90,2.31,,,,,
July,2.21,0.08,3.45,1.38,2.09,3.97,2.52,,,,,
August,3.57,2.98,7.54,1.03,1.48,2.94,3.57,,,,,
September,0.91,1.32,1.21,1.67,0.76,1.63,0.62,,,,,
October,1.92,2.11,2.28,2.48,2.18,1.74,2.55,,,,,
November,3.26,2.39,2.02,3.05,2.25,2.26,3.08,,,,,
December,5.68,4.61,3.20,0.85,5.18,3.93,2.49,,,,,
Total,28.47,22.66,33.32,24.15,24.12,26.58,30.17,,,,,
Calc annual,28.47,22.66,33.32,24.15,24.12,26.58,30.17,5.75,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
