"BUTTERMERE, HASSNESS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3636,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,12.60,20.88,8.24,10.49,12.89,10.76,16.19,13.13,25.09,3.00,19.06,
February,,0.96,10.49,13.12,2.01,11.44,12.22,5.83,9.71,2.07,1.07,
March,,20.71,7.58,5.08,2.19,4.31,4.47,9.95,11.31,2.00,5.04,
April,,2.41,3.88,7.80,7.07,10.83,7.80,5.94,4.26,2.76,4.09,
May,,6.33,6.89,8.41,14.79,13.82,6.38,4.90,1.30,7.71,4.14,
June,,0.81,5.69,4.66,8.09,0.61,7.63,8.07,11.30,4.03,6.35,
July,,6.13,11.49,8.79,13.20,2.49,6.61,9.11,10.85,10.36,5.92,
August,,13.38,8.26,18.67,11.19,10.03,7.68,8.24,13.88,12.98,14.54,
September,,4.32,5.92,16.36,26.70,7.90,8.81,15.64,8.16,3.13,6.07,
October,,5.49,5.96,25.96,13.37,12.87,7.69,11.30,17.05,13.89,21.14,
November,,4.73,6.09,18.31,10.09,4.05,14.42,12.96,20.59,24.61,11.18,
December,,15.12,17.30,10.86,24.64,8.98,1.85,2.21,10.80,18.88,9.84,
Total,,101.27,97.79,148.51,146.23,98.09,101.75,107.28,144.30,105.42,108.44,
Calc annual,12.60,101.27,97.79,148.51,146.23,98.09,101.75,107.28,144.30,105.42,108.44,
Difference,NaN,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
