THIRSK (SOWERBY),,,,,,,,,,,,
Grid ref,SE433811,Long,-1.337378,Lat,54.223797,,,,,,,
Station no,3427,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.26,1.68,0.61,1.96,1.54,3.76,1.48,1.87,2.75,4.28,,
February,3.04,0.51,1.67,2.15,1.70,1.81,1.96,3.37,0.44,1.95,,
March,2.55,1.73,0.08,1.58,2.05,0.78,1.46,1.80,1.24,1.07,,
April,1.01,1.35,2.32,0.26,1.19,1.38,0.28,0.69,2.38,0.75,,
May,3.69,1.60,1.54,2.74,1.68,0.42,1.21,3.46,0.55,0.75,,
June,1.17,2.56,2.97,3.15,2.25,3.13,2.05,2.60,1.73,0.47,,
July,3.79,1.28,2.09,3.17,1.06,4.68,5.32,2.26,1.35,4.88,,
August,5.90,2.00,3.72,5.27,0.89,8.28,4.52,1.83,0.58,3.03,,
September,2.65,3.30,1.55,1.85,0.86,2.20,2.79,2.16,0.20,2.32,,
October,0.96,3.30,2.59,3.95,1.81,1.29,1.96,1.92,1.38,5.21,,
November,5.87,1.38,2.40,3.67,2.31,1.02,1.04,1.02,3.55,4.21,,
December,2.33,1.48,1.31,2.03,2.28,1.79,2.26,2.08,3.15,2.93,,
Total,34.22,22.17,22.85,31.78,19.62,30.54,26.33,25.06,19.30,31.85,,
Calc annual,34.22,22.17,22.85,31.78,19.62,30.54,26.33,25.06,19.30,31.85,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
