DARTREY (COOTEHILL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IH6070017100,Long,-7.072784,Lat,54.09956,Elevation,265,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,4.33,1.29,2.77,2.42,4.32,3.61,2.13,2.06,1.95,3.44,3.46,4.52,2.03,5.34,2.93,2.04,4.43,1.96,2.76,2.85,3.47,1.75,4.04,5.56,1.63,3.47,2.89,1.81,3.19,3.98,5.07,,,,,,,,,,
February,0.92,0.27,2.4,3.05,4.09,0.77,1.63,2.29,3.49,2.8,2.83,1.33,2.52,4.01,3.6,1.98,2.51,2.36,2.93,1.41,5.05,3.73,3.17,1.58,3.94,4.83,3.47,2.76,3.84,1.18,3.06,,,,,,,,,,
March,2.93,2.09,0.73,1.27,2.04,4.52,3.62,4.83,0.97,1.5,0.96,3.42,3.02,7.15,2.47,3.73,2.31,3.64,4.18,3.12,2.7,2.09,5.14,3.97,4.6,1.07,1.54,3.54,1.85,2.76,3.59,,,,,,,,,,
April,1.4,3.55,0.95,1.09,4.24,3.02,2.01,3.84,3.57,3.19,2.79,2.83,2.44,2.34,2.19,2.18,2.45,2.93,2.46,4.85,2.5,3.45,1.41,4.06,1.78,2.41,4.27,2.57,1.48,1.68,3.85,,,,,,,,,,
May,1.89,2.9,5.84,2.77,3.29,0.93,0.85,1.22,3.06,3.9,2.02,1.98,3.03,3.04,2.41,1.47,4.73,3.3,2.36,1.93,3.32,2.46,2,3.84,1.39,0.63,4.63,2.2,2.09,3.16,3.36,,,,,,,,,,
June,2.92,2.73,2.86,1.46,2.52,2.48,3.73,5.65,3.13,2.41,3.14,2.33,2.31,1.18,1.36,1.79,1.23,5.09,2.39,1.75,4.64,2.17,4.51,3.59,1.48,2.75,2.45,2.39,2.61,4.43,4.42,,,,,,,,,,
July,3.14,1.67,2.79,3.39,4.46,4.43,9.11,3.18,0.51,2.01,2.67,0.86,3.07,4.82,4.18,1.8,2.73,1.73,2.36,3.99,3.66,3.14,3.59,1.75,2.6,4.47,2.74,3.47,5.29,0.61,4.37,,,,,,,,,,
August,3.28,6.78,6.3,4.33,2.93,7.51,1.67,4.76,3.83,3.69,4.22,4.41,1.83,5.43,5.76,6.42,4.05,3.06,3.13,1.99,6.06,1.66,5.53,1.27,4.49,4.05,4.61,6.92,3.13,2.58,2.15,,,,,,,,,,
September,3.92,2.32,3.74,1.74,0.1,0.45,5.14,1.84,3.02,4.27,2.04,3.26,2.12,4.23,3.31,2.02,1.15,1.24,5.12,2.39,0.98,1.48,0.76,4.02,1.73,1.9,1.65,2.22,5.84,3.42,,,,,,,,,,,
October,2.53,4.37,2.43,3.05,4.29,3.14,2.36,3.81,3.92,2.95,4.76,3.26,1.81,4.73,1.87,1.99,5.69,4.15,1.46,5.71,2.07,3.36,2.47,2.72,2.23,2.6,7.66,5.25,4.31,1.51,,,,,,,,,,,
November,7.36,2.61,4.26,1.84,3.02,4.25,1.26,3.39,2.3,3.25,6.05,3.84,3.08,2.34,2.35,2.92,1.82,2.7,2.78,1.58,2.85,4.48,2.9,3.58,4.53,1.98,4.15,5.1,4.09,2.05,,,,,,,,,,,
December,1.84,5.39,2.66,3.53,3.08,4.51,3.87,5.87,2.22,4.7,4.79,4.23,2.59,2.43,2.42,2.52,3.13,3.31,2.94,4.3,4.03,6.67,5.1,3.94,6.53,5.74,3.02,2.15,4.4,7.25,,,,,,,,,,,
Total,36.46,35.97,37.73,29.94,38.38,39.62,37.38,42.74,31.97,38.11,39.73,36.27,29.85,47.04,34.85,30.86,36.23,35.47,34.87,35.87,41.33,36.44,40.62,39.88,36.93,35.9,43.08,40.38,42.12,34.61,,,,,,,,,,,
