FARNBOROUGH-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU873551,Long,-0.7482,Lat,51.289,Elevation,257,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,0.83,2.71,3.23,1.16,0.86,2.75,3.87,,,,,,,,,3.34,0.66,4.27,0.89,0.92,3.2,3.38,2.52,2.35,3.38,1.67,2.44,2.36,3.86,1.67,3.19,1.21,
February,,,,,,,,,1.17,2.82,5.27,1.98,0.96,1.63,3.66,,,,,,,,,0.98,4.09,4.89,4.09,0.87,1.04,2.67,0.3,0.4,2.56,4.35,0.44,3.93,2.01,4.15,1.77,0.48,
March,,,,,,,,3.77,0.86,0.7,1.22,2.26,1.99,3.7,1.36,,,,,,,,,3.26,4.53,0.9,4.38,1.7,0.8,3.49,1.52,0.94,2.11,2.24,1.06,0.62,0.35,3.19,2.33,0.02,
April,,,,,,,,1.21,1.54,2.25,1.06,1.9,0.88,2.12,1.53,,,,,,,,,2.68,1.2,1.04,0.84,1.73,2.99,1.8,3.69,0.46,2.86,2.32,2.64,2.21,2.7,2.54,2.28,0.78,
May,,,,,,,,1.18,2.31,1.48,1.49,0.53,2.18,2.93,3.53,,,,,,,,,1.87,1.43,3.05,1.21,1.9,1.47,0.11,1.08,1.03,0.83,2.62,2.85,2.53,1.87,0.74,1.46,2.21,
June,,,,,,,,2.94,1.81,1.66,2.11,1.4,3.44,5.4,1.2,,,,,,,,,0.49,0.73,1.17,1.52,3.07,0.95,1,1.83,0.1,1.08,0.28,2.35,0,2.39,2.89,2.02,1.03,
July,,,,,,,,0.87,0.33,0.23,1.21,2.04,0.93,3.73,1.77,,,,,,,,,1.41,1.76,4.83,0.59,4.35,5.98,2.47,4.89,0.57,4.57,1.49,3.78,3.12,1.73,4.16,1.74,2.16,
August,,,,,,,,,1.37,0.83,2.8,1.69,3.17,3.74,1.6,,,,,,,,,1.13,1.3,1.48,3.98,4.97,1.18,2.54,0.63,1.56,2.76,1.98,2.32,3.76,0.82,3.02,1.7,1.33,
September,,,,,,,,1.66,0.68,2.2,0.61,1.14,0.96,2.4,1.43,,,,,,,,,2.31,0.85,2.21,1.75,1.84,5.47,1.59,1.73,1.29,1.7,1.47,3.51,3.04,1.12,5.07,0.98,0.22,
October,,,,,,,,0.8,3.32,3.39,2.31,2.73,1.52,7.36,1.72,,,,,,,,,4.16,1.51,3.33,4.26,3.38,1.44,0.65,1.73,0.64,0.9,4.7,3.5,2.96,2.21,1.33,4.72,3.27,
November,,,,,,,,1.2,3.32,4.7,2.2,0.57,2.88,1.99,1.36,,,,,,,,,2.64,2.92,2.19,4.43,0.74,2.61,1.66,1.33,1.63,1.61,1.29,2.51,1.75,5.14,3.72,1.83,6.48,
December,,,,,,,,3.6,2.59,1.31,3.29,3.68,1.57,2.81,2.64,,,,,,,,,1.48,9.05,6.47,2.33,1.19,2.12,5.01,2.06,1.37,3.58,1.99,4.28,3.45,0.25,3.33,2.33,7.24,
Total,,,,,,,,,20.13,24.28,26.8,21.08,21.34,40.56,25.67,,,,,,,,,25.75,30.03,35.83,30.27,26.66,29.25,26.37,23.31,12.34,27.94,26.4,31.68,29.73,24.45,35.81,26.35,26.43,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897 Aug estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
