"FARNBOROUGH THE SCHOOL",,,,,,,,,,,,
Grid ref,SU873574,Long,-0.748934,Lat,51.309031,,,,,,,
Station no,RR1548,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.23,1.16,0.86,2.75,3.87,,,,,,,
February,5.27,1.98,0.96,1.63,3.66,,,,,,,
March,1.22,2.26,1.99,3.70,1.36,,,,,,,
April,1.06,1.90,0.88,2.12,1.53,,,,,,,
May,1.49,0.53,2.18,2.93,3.53,,,,,,,
June,2.11,1.40,3.44,5.40,1.20,,,,,,,
July,1.21,2.04,0.93,3.73,1.77,,,,,,,
August,2.80,1.69,3.17,3.74,1.60,,,,,,,
September,0.61,1.14,0.96,2.40,1.43,,,,,,,
October,2.31,2.73,1.52,7.36,1.72,,,,,,,
November,2.20,0.57,2.88,1.99,1.36,,,,,,,
December,3.29,3.68,1.57,2.81,2.64,,,,,,,
Total,26.80,21.08,21.34,40.56,25.67,,,,,,,
Calc annual,26.80,21.08,21.34,40.56,25.67,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
