"SHEDDEN (BURNLEY W.W.)",,,,,,,,,,,,
Grid ref,SD893301,Long,-2.163806,Lat,53.767134,,,,,,,
Station no,2958/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.49,6.61,2.81,5.75,3.04,6.36,5.02,5.70,3.51,6.40,,
February,5.14,2.24,4.16,4.10,3.13,1.94,4.87,7.29,0.73,5.69,,
March,6.22,2.84,2.39,3.25,3.06,2.20,4.03,2.64,2.20,1.87,,
April,3.65,3.97,4.05,0.83,2.56,4.10,0.39,1.55,4.19,3.69,,
May,2.77,2.43,2.84,4.60,4.84,2.06,2.00,5.45,2.41,2.35,,
June,1.53,4.19,3.04,3.29,3.35,3.33,2.14,4.96,3.70,1.37,,
July,4.72,3.22,6.38,5.72,1.42,5.59,6.07,4.04,3.53,7.42,,
August,5.73,7.66,5.87,8.14,1.52,12.27,6.35,4.08,0.88,6.22,,
September,3.69,5.45,5.40,6.10,3.31,4.58,6.29,5.89,0.28,3.39,,
October,1.72,6.19,2.59,8.56,3.52,2.86,6.45,3.91,6.06,6.36,,
November,12.54,3.21,6.67,8.91,3.54,2.12,2.72,1.81,6.34,8.93,,
December,11.05,5.56,2.14,8.43,6.53,7.04,6.00,5.40,9.83,5.99,,
Total,64.25,53.57,48.34,67.68,39.82,54.45,52.33,52.72,43.66,59.68,,
Calc annual,64.25,53.57,48.34,67.68,39.82,54.45,52.33,52.72,43.66,59.68,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,,
