FENWICK (WHITELEEHILL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS546427,Long,-4.312569,Lat,55.655999,Elevation,915,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5234/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,5.91,10.69,4.72,6.29,3.62,4.92,5.39,8.43,4.58,2.7,1.17,6.51,4.99,7.69,4.36,5.04,3.56,8.64,7.6,3.7,5.2,5.01,4.44,5.29,2.84,3.57,5.75,4.79,2.07,4.86
February,,,,,,,,,,,,4.87,0.06,4.82,1.24,7.44,2.62,6.02,2.68,7.3,1.53,3,1.85,6.96,3.35,9.49,3.9,1.3,4.65,6.53,5.25,3.4,3.04,2.12,3.14,2.28,2.27,3.13,4.17,3.04,3.58
March,,,,,,,,,,,,0.92,3.24,3.82,3.06,2.86,3.35,0.78,5.35,4.34,6.6,3.07,2.39,3.25,0.82,4.4,3.18,3.1,5.12,3.53,4.96,5.09,2.53,1.16,2.98,1.44,3.73,5.95,1.5,2.41,1.92
April,,,,,,,,,,,,2.58,4.17,3.42,4.44,3.55,1.3,2.85,1.3,2.91,3.15,2.69,1.77,4.35,4.33,1.93,2.89,5.45,4.76,6.05,4.64,3.35,2.9,1.9,2.57,3.39,1.46,3.4,2.1,3.05,3.76
May,,,,,,,,,,,,4.01,3.36,2.76,3.99,0.82,2.12,1.91,5.08,1.12,1.42,3.63,2.75,4.5,4.68,5.45,0.4,4.3,1.45,2.29,2.35,1.56,2.33,2.11,3.38,4.43,3.45,3.26,3.76,1.46,2.12
June,,,,,,,,,,,,6.82,2.14,2.56,3.25,5.46,1.81,4.74,6.69,2.26,1.36,1.82,1.65,4.89,5.4,5.88,2.48,3.79,7.1,1.65,3.73,2.5,4.02,1.45,5.61,3.14,3.44,3.21,3.07,4.4,2.15
July,,,,,,,,,,,,4.67,6.1,5.87,4.19,4.07,7.58,5.27,7.37,5.66,4.45,5.1,5.77,3.68,3.57,4.15,4.17,3.43,6.08,2.36,6.29,3.41,3.6,3.22,5.31,1.27,4.66,5.75,4.99,6.94,4.29
August,,,,,,,,,,,,1.71,3.46,5.19,5.5,3.3,5.98,3.52,3.8,2.11,5.3,7.26,6.62,7.02,5.62,2.47,3.62,0.1,7.17,6.66,6.23,5.7,4.76,3.34,6.14,1.66,6.62,5.32,4.44,1.61,3.98
September,,,,,,,,,,,,1.86,7.1,1.16,5.04,8.5,5.12,4.36,6.69,3.09,6.4,2.1,6.76,4.39,7.13,6.85,8.71,7,7.83,2,14.76,3.47,2.8,5.94,8.99,5.28,4.9,4.69,4.44,1.78,4.03
October,,,,,,,,,,,,5.01,8.7,3.27,9.46,10.31,8,3.68,13.17,2.02,4.72,4.9,10.32,10.13,6.3,7.74,0.5,2.88,5.89,6.92,4.86,1.65,3.26,2.91,10.97,3.6,4.64,6.78,5.29,7.89,3.71
November,,,,,,,,,,,,6.85,4.94,1.63,2.71,5.92,5.32,1.13,13.5,9.84,6.59,3.26,1.16,3.53,7.66,1.31,6.33,7.65,4.49,6.32,5.26,6.8,2.71,10.61,6.4,2.07,2.43,2.6,1.9,5.99,5.7
December,,,,,,,,,,,4.26,6.91,9.01,1.8,6.42,3.88,7.34,3.04,3.88,3.04,7.23,3.47,6.13,3.56,6.4,2.63,5.09,4.19,6.21,9.35,2.13,8.8,3.82,6.25,8.52,10.01,7.65,6.09,5.24,6.54,7.55
Total,,,,,,,,,,,,52.12,62.97,41.02,55.59,59.73,55.46,42.69,77.94,48.27,51.45,41.47,53.68,61.25,62.95,56.66,46.31,46.75,69.39,61.26,64.16,50.93,40.78,45.45,69.3,41.41,48.82,55.93,45.69,47.18,47.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 Est for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5234/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,13458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,646226,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
