"DROITWICH (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SO892638,Long,-2.159697,Lat,52.272245,,,,,,,
Station no,2405,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.02,1.69,0.56,0.95,1.99,2.66,0.92,1.88,3.40,,,
February,2.44,0.46,1.19,2.00,1.11,0.21,2.24,3.80,0.15,,,
March,3.64,1.58,0.87,1.99,2.12,1.04,1.30,0.94,,,,
April,2.35,1.79,1.76,0.32,1.06,1.05,0.06,0.42,,,,
May,2.63,2.39,2.33,2.81,2.88,0.52,1.30,2.30,,,,
June,0.89,1.42,1.19,2.42,2.95,1.92,1.13,3.21,,,,
July,1.53,0.44,2.51,2.91,1.07,3.03,2.76,2.59,,,,
August,3.42,5.77,2.35,3.64,0.77,5.01,4.10,2.98,,,,
September,2.59,1.12,2.03,0.93,1.52,2.34,3.14,4.83,,,,
October,0.52,3.78,1.76,2.42,1.19,1.42,1.07,2.16,,,,
November,5.55,1.46,0.98,4.93,3.28,0.78,1.89,1.88,,,,
December,1.79,2.01,1.11,1.46,1.76,2.56,1.62,3.85,,,,
Total,29.37,23.91,18.64,26.78,21.70,22.54,21.53,30.84,,,,
Calc annual,29.37,23.91,18.64,26.78,21.70,22.54,21.53,30.84,3.55,0.00,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,NaN,NaN,,
