"DROITWICH FRIAR STREET DEPOT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2405,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.25,0.80,3.79,3.38,0.71,2.69,0.90,1.78,2.22,3.27,,
February,2.93,1.50,1.47,1.05,1.70,3.63,3.58,0.87,1.35,2.19,,
March,0.64,1.88,3.54,4.28,2.44,0.67,3.18,2.05,1.06,3.97,,
April,1.86,0.88,0.04,3.31,1.14,1.43,0.99,1.31,2.56,1.90,,
May,1.32,0.48,3.07,2.52,1.67,2.42,2.49,3.85,2.31,0.67,,
June,2.35,1.39,5.75,0.82,2.15,0.84,1.81,2.80,0.72,1.20,,
July,2.01,0.33,2.83,1.20,3.41,6.79,1.81,2.01,2.44,3.16,,
August,6.38,1.79,7.68,1.36,1.87,1.68,2.46,4.87,0.92,2.02,,
September,0.78,1.36,0.75,1.99,0.98,0.90,1.14,1.76,4.98,1.60,,
October,2.75,1.68,2.71,3.74,1.71,3.72,3.46,2.74,1.64,2.24,,
November,3.98,2.47,1.74,3.02,2.14,2.18,2.44,0.96,1.74,0.83,,
December,4.32,5.19,3.72,1.19,5.82,4.62,2.34,1.10,1.97,3.38,,
Total,31.57,19.75,37.09,27.86,25.74,31.57,26.60,26.10,23.91,26.43,,
Calc annual,31.57,19.75,37.09,27.86,25.74,31.57,26.60,26.10,23.91,26.43,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
