SWINDON BURDEROP PARK,,,,,,,,,,,,
Grid ref,SU166801,Long,-1.762148,Lat,51.519578,,,,,,,
Station no,1536,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.00,1.44,1.18,3.52,4.46,0.63,4.92,0.94,,0.77,,
February,5.68,1.52,1.13,1.89,3.84,0.76,2.45,1.37,,0.50,,
March,1.23,2.28,1.43,4.49,1.71,4.18,1.76,0.81,,3.48,,
April,1.34,2.40,1.74,2.65,1.26,2.03,0.83,3.58,,1.71,,
May,1.49,1.83,2.11,3.93,2.73,0.18,1.97,2.40,,1.17,,
June,2.16,1.89,3.49,6.13,1.11,4.34,3.19,2.38,,4.04,,
July,1.31,2.86,1.13,2.17,2.62,0.59,0.87,2.45,2.45,2.64,,
August,2.33,2.41,3.91,4.02,2.33,4.91,1.51,1.76,4.77,2.56,,
September,0.68,1.77,1.00,2.42,1.73,1.26,0.65,0.75,2.10,3.20,,
October,2.70,1.65,1.80,6.85,0.87,1.75,5.76,6.18,1.17,5.02,,
November,2.54,0.71,2.67,2.08,1.92,4.19,4.18,2.46,1.23,0.97,,
December,4.67,4.01,2.43,2.20,2.03,1.18,2.02,4.69,2.33,4.01,,
Total,29.13,24.77,24.02,42.35,26.61,26.00,30.11,29.77,,30.07,,
Calc annual,29.13,24.77,24.02,42.35,26.61,26.00,30.11,29.77,14.05,30.07,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,NaN,0.00,,
