"COLNE CEMETERY GROUNDS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.87,6.37,2.93,3.52,2.54,3.35,3.99,3.85,10.07,1.51,6.78,
February,3.59,0.41,4.11,5.66,0.84,6.57,3.81,1.68,5.32,0.86,0.53,
March,2.57,3.47,2.16,1.51,1.27,1.27,2.36,3.26,2.56,1.04,2.25,
April,3.74,1.30,2.88,3.39,1.76,3.24,1.65,3.74,1.47,1.18,3.19,
May,3.77,1.88,1.68,3.58,4.05,3.89,3.80,1.84,1.06,2.92,2.01,
June,1.90,0.36,2.52,0.88,3.26,0.07,2.42,3.73,5.32,1.99,1.96,
July,4.76,1.85,4.78,3.27,3.65,1.64,2.49,3.92,2.32,2.86,5.42,
August,2.23,6.09,5.50,5.19,5.44,4.83,3.90,5.75,5.85,4.28,5.84,
September,1.05,1.26,2.84,5.22,3.69,2.70,3.67,5.91,0.94,1.96,3.07,
October,2.00,3.19,0.46,5.21,3.95,4.35,4.39,3.98,4.71,5.41,5.98,
November,2.29,2.19,2.01,5.73,3.49,2.22,6.04,4.56,6.37,5.87,5.36,
December,2.71,6.29,4.27,2.99,3.79,4.92,1.69,1.33,2.34,8.36,3.35,
Total,34.48,34.66,36.14,46.15,37.73,39.05,40.21,43.55,48.33,38.24,45.74,
Calc annual,34.48,34.66,36.14,46.15,37.73,39.05,40.21,43.55,48.33,38.24,45.74,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
