"COLNE (JUDGE FIELDS) +A",,,,,,,,,,,,
Grid ref,SD886406,Long,-2.174818,Lat,53.861492,,,,,,,
Station no,2987/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.16,5.68,1.56,4.23,2.34,4.48,4.84,3.51,3.42,5.75,,
February,4.03,1.66,2.58,3.01,2.82,1.57,2.86,7.34,0.74,2.55,,
March,4.56,2.39,2.02,2.65,1.97,2.01,4.20,1.64,1.71,1.61,,
April,2.41,2.81,3.34,0.96,2.11,3.32,0.53,1.43,3.45,2.97,,
May,3.03,2.33,1.73,3.18,3.69,2.19,1.27,5.34,1.30,1.69,,
June,1.33,3.17,4.36,2.10,3.05,2.52,2.33,4.87,2.96,0.80,,
July,3.56,1.80,5.34,5.69,1.07,5.16,6.24,3.21,3.18,7.72,,
August,4.27,6.40,6.34,7.86,0.88,9.50,5.91,4.73,0.86,4.59,,
September,3.31,4.74,4.53,5.73,3.10,4.02,6.00,5.31,0.33,2.88,,
October,1.50,4.18,1.73,8.82,3.06,2.76,7.40,3.54,6.07,4.49,,
November,9.29,1.94,5.97,6.37,2.17,1.71,1.98,1.72,5.11,7.05,,
December,9.30,4.20,2.64,7.44,6.89,4.83,5.87,4.63,7.83,5.50,,
Total,51.75,41.30,42.14,58.04,33.15,44.07,49.43,47.27,36.96,47.60,,
Calc annual,51.75,41.30,42.14,58.04,33.15,44.07,49.43,47.27,36.96,47.60,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
