"WEAVERTHORPE (THE SCHOOL HOUSE)",,,,,,,,,,,,
Grid ref,SE963707,Long,-0.528018,Lat,54.123152,,,,,,,
Station no,3405/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.11,2.06,1.09,2.24,1.88,6.19,,,,,,
February,3.85,0.84,2.86,2.86,2.27,3.77,,,,,,
March,3.57,2.40,0.12,2.40,2.20,0.98,,,,,,
April,1.61,1.06,2.99,0.36,0.67,1.18,,,,,,
May,4.15,0.94,2.28,2.23,3.37,0.91,,,,,,
June,2.85,1.90,2.48,1.69,2.11,3.05,,,,,,
July,2.91,2.04,1.78,1.65,1.12,3.18,,,,,,
August,7.34,2.64,3.57,7.14,0.78,8.42,,,,,,
September,0.98,5.57,1.65,1.96,1.64,1.54,,,,,,
October,0.89,3.09,2.06,3.87,2.75,1.85,,,,,,
November,5.52,4.54,2.41,6.05,1.95,1.28,,,,,,
December,2.56,2.35,1.24,2.91,3.87,2.44,,,,,,
Total,38.34,29.43,24.53,35.36,24.61,34.79,,,,,,
Calc annual,38.34,29.43,24.53,35.36,24.61,34.79,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
