BROCKDISH RECTORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6638,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.03,1.73,4.38,1.49,2.01,0.98,2.02,1.13,,,,
February,0.65,0.24,2.03,2.92,1.47,2.31,2.04,2.22,,,,
March,0.99,0.90,1.78,1.21,0.38,1.36,0.39,2.12,,,,
April,2.85,1.53,2.09,0.79,2.38,2.83,3.00,2.18,,,,
May,1.27,0.58,1.01,1.37,4.20,2.49,1.73,0.39,,,,
June,2.15,0.53,1.03,0.74,1.52,0.54,2.33,4.11,,,,
July,2.50,0.23,4.90,1.67,1.95,1.01,1.64,2.98,,,,
August,1.69,1.98,1.83,3.38,2.37,2.45,2.08,3.46,,,,
September,1.92,1.45,3.06,2.06,2.97,2.92,1.17,,,,,
October,0.67,0.95,0.79,3.19,4.35,1.89,2.42,,,,,
November,0.71,1.58,1.46,2.55,1.49,3.03,3.17,,,,,
December,2.90,1.28,1.48,2.65,2.35,2.17,0.90,,,,,
Total,20.33,12.98,25.84,24.02,27.44,23.98,22.89,,,,,
Calc annual,20.33,12.98,25.84,24.02,27.44,23.98,22.89,18.59,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,
