SETTLE (PIKE TOP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD724592,Long,-2.422818,Lat,54.028048,Elevation,1237,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3089/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3.1,4.25,7.04,5.3,11.19,4.17,6.11,4.55,4.94,6.9,5.55,15.17,2.52,7.1,6.03,6.62,2.85,6.03,1.81,6.48,4.77,6.67,7.71,1.67,1.25,3.85,7.94,6.29,3.44,5.83,5.77,11.83,3.65,3.85,5.47,5.6,2.03,4.9,3.41,,,,,
February,,,,,,,,1.15,8.48,1.71,4.15,0.52,5.22,5.85,1.05,6.45,6.72,3.47,7.72,1.4,0.46,5.48,0.21,6.3,0.44,7.72,2.11,7.98,2.7,4.27,2.12,6.31,1.76,2.06,1.98,8.29,5.71,1.54,4.5,3.1,7.6,3.76,1.11,2.27,3.1,1.74,,,,,
March,,,,,,,,3.08,2.06,6.82,4.43,5.16,2.9,2.17,1.95,1.78,3,4.45,4.36,1.15,4.31,0.77,3.95,2.45,2.54,2.04,3.56,1.83,1.46,2.77,3.98,3.28,3.12,1.67,0.58,2.41,1.27,7.6,3.51,2.5,3.2,4.95,3.84,1.36,3.13,1.9,,,,,
April,,,,,,,,1.87,1.52,2.43,5.71,1.68,3.08,4.24,2.34,4.16,2.52,4.24,1.7,1.8,3.41,3.84,4.6,1.54,2.76,3.77,1.13,3.78,0.83,2.36,3.32,1.59,2.44,3.75,3.01,3.67,1.55,4.35,2.68,7.18,3.85,3.22,3.9,2.78,1.51,2.55,,,,,
May,,,,,,,,2.43,2.32,2.69,6.47,3.13,2.18,4.69,7.48,4.92,3.4,1.97,0.52,2.88,1.85,2.57,5.02,3.87,3.95,1.38,1.38,2.58,3.54,1.1,1.37,3.25,4.24,3.68,3.22,3.75,1.02,3.71,2.52,3.1,2.18,1.33,2.51,3.1,3.67,4.94,,,,,
June,,,,,,,,3.73,2.37,1.65,3.28,0.41,3.1,1.43,3.05,0.09,3.16,3.48,8.66,2.16,4.42,6.42,1.75,1.72,2.95,4.16,3.47,2.03,6.22,3.99,0.99,0.36,1.77,4.98,3.58,4.4,4.34,4,6.79,1.22,3.29,1.95,4.31,3.09,4.28,3.22,,,,,
July,,,,,,,,1.87,4.22,1.84,5.58,3.07,6.91,5.25,5.37,1.95,4.36,5.06,3.47,5.82,5.51,4.77,6.4,5.08,2.76,3.04,4.06,2.6,5.2,6.42,5.82,1.54,5.08,4.01,4.28,5.13,6.94,3.81,2.19,3.25,5.18,2.98,2.57,8.25,6.09,1.74,,,,,
August,,,,,,,,8.84,4.21,4.91,3.47,6.62,5.95,7.73,5.78,5.75,4.8,7.69,7.59,7.4,8.47,4.6,1.46,2.05,6.02,2.2,3.35,2.41,5.13,2.31,1.6,8.34,5.93,7.72,3.76,2.58,7.84,0.23,6,3.45,9.76,4.55,7.85,6.8,6.4,1.28,,,,,
September,,,,,,,,5.4,12.91,4.5,2.52,2.08,5.84,6.28,6.82,4.25,6.04,8.92,1.17,2.67,3.53,2.32,8.19,2.22,4.42,10.32,5.63,3.13,2.2,2.13,5.15,1.09,2.94,4.87,6.98,5.35,11.16,5.1,6.01,1.96,9.74,4.68,6.56,7.26,8.07,,,,,,
October,,,,,,,,8.02,5.16,2.58,1.92,4.52,1.29,8.59,5.95,5.13,4.52,7.08,8.31,7.49,8.34,3.08,8.56,4.94,7.97,11.24,5.09,2.49,14.1,2.62,4.1,8.4,6.25,4.94,7.49,7.73,0.93,1.21,4.1,7.1,5.16,2.5,5.33,1.81,13.5,,,,,,
November,,,,,,,,5.52,3.06,3.48,3.51,2.4,3.1,7.5,5.41,2.54,9.15,5.93,9.76,8.09,7.15,9.32,3.94,2.98,1.44,5.26,5.43,1.25,6.43,7.21,8.34,3.25,1.37,3.92,8.65,0.4,9.32,8.42,3.78,6.9,5.6,11.26,2.59,7.93,9.9,,,,,,
December,,,,,,,,2.85,9.53,8.81,5.14,9.02,5.71,5.53,9.22,4.56,2.14,1.52,4.25,10.46,5.15,4.22,3.41,0.48,9.13,2.56,5.74,3.75,5.59,5.12,4.8,3.15,4.72,2.75,4.63,3.39,5.65,3.11,5.18,9.55,1.91,12.55,5.11,3.3,9.17,,,,,,
Total,,,,,,,,47.86,60.09,48.46,51.48,49.8,49.45,65.37,58.97,46.52,56.71,59.36,72.68,53.84,59.7,53.42,54.11,36.48,50.41,55.5,47.43,38.6,60.07,48.01,43.26,41.81,43.47,52.29,54.45,50.54,61.56,48.85,59.09,52.96,61.32,59.2,51.28,49.98,73.72,,,,,,
