WROXHAM-HOVETON-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG319177,Long,1.431336,Lat,52.707251,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1430/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.19,1.92,5.02,1.8,2.33,1.17,2.46,2.25,3.29,1.55,1.61,2.61,0.92,0.83,1.3,3.14,2.96,3.78,2.43,5.23,1.86,1.96,3.54,4.38,2.37,2.31,1.91,1.61,3.92,1.2,1.45,2.83,2.7,1.4,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.72,0.44,2.44,3.09,1.97,1.94,2,2.08,1.48,1.35,1.31,2.41,0.83,2.18,0.69,1.87,2.76,3.05,0.89,0.93,1.45,2.26,1.41,0.61,1.97,1.57,4.2,1.87,0.89,1.04,3.26,3.15,1.31,1.81,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.25,1.98,1.88,1.68,0.64,1.8,0.35,1.97,1.4,0.18,1.73,0.8,2.06,1.82,1.39,0.74,0.56,2.71,0.52,2.13,3.11,3.18,2.11,0.61,0.71,1.94,0.96,4.39,0.72,1.09,0.44,3.28,2.39,0.6,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.92,1.75,2.69,0.92,2.17,2.44,2.67,2.42,1.42,1.18,1.64,3.32,2.93,1.13,2.46,2.43,1.53,2.92,0.78,3.01,1.62,0.82,0.88,1.01,1.8,2.79,0.65,2.12,1.33,2.21,2.06,3.77,1.14,1.92,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.53,1.26,1.02,1.75,3.89,2.85,1.34,0.66,1.75,0.98,2.93,4.5,4.29,1.78,2.03,1.44,1.58,2.32,2.21,0.79,0.39,2.23,2.42,1.68,1.12,2.12,1.6,1.28,3.64,2.12,2.25,2,1.28,1.26,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.07,0.42,1.53,0.96,1.87,0.84,3.16,5.45,2.22,1.27,1.65,1.68,0.37,2.31,2.9,2.15,3.13,0.96,0.95,1.61,0.57,0.8,1.3,1.59,1.5,2.47,4.47,0.98,3.09,0.83,2.59,1.46,1.4,2.9,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.1,0.4,6.18,3.35,2.4,1.13,1.85,2.67,1.54,3.94,4.03,3.02,2.54,1.3,1.28,0.93,3.85,2.4,2,0.74,4.49,1.58,3.59,0.88,1.84,0.94,7.87,1.4,2.55,1.35,4.28,2.02,1.99,2.31,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.52,2.11,1.26,2.84,2.75,2.97,2.31,3.35,1.32,1.76,2.98,3.59,2.21,0.86,1.95,1.43,2.14,0.79,1.18,2.14,1.31,4.36,1.29,1.77,1.35,3.53,3.71,0.27,3.37,1.68,1.74,2.74,1.89,2.66,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2.16,1.33,3.49,1.32,4.12,3.37,1.25,4.01,1.12,0.63,7.53,2.54,2.54,2.76,1.85,2.58,3.43,2.48,1.75,1.72,1.25,0.3,2.07,2.87,3.58,1.8,4.33,1.01,1.68,1.96,3.42,2.44,3.29,1.76,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,0.72,1.59,2.13,3.54,4.43,1.92,3.04,2.76,2.52,3.25,1.42,1.33,4.91,3.17,1.91,3.2,2.16,1.79,3.22,6.62,2.63,3.42,4.35,1.55,4.21,3.22,1.79,0.34,1.77,3.29,1.05,0.73,2.19,2.71,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
