"WEST KIRBY CALDY MANOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2801,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,2.15,0.69,1.16,3.37,1.36,1.26,1.42,3.75,,
February,,,1.76,2.79,3.01,0.20,1.07,1.85,1.56,1.43,,
March,,,1.31,0.72,1.48,2.82,3.74,2.15,0.95,0.98,,
April,,,1.32,0.66,1.66,1.79,1.45,2.13,1.42,2.41,,
May,,,2.73,1.72,2.04,0.80,0.40,0.86,5.10,2.56,,
June,,,1.92,1.40,2.02,0.67,2.63,0.26,2.00,2.75,,
July,,,2.09,2.20,2.01,3.83,2.34,0.62,0.67,2.17,,
August,,,3.13,1.60,3.56,1.34,2.87,3.46,3.77,1.75,,
September,,,3.00,3.11,0.56,1.02,4.91,4.24,1.39,4.28,,
October,,,7.27,2.12,3.63,5.35,4.35,1.39,3.80,3.46,,
November,,,1.49,1.14,2.01,2.80,0.74,3.56,1.66,1.28,,
December,,,2.16,3.27,2.43,2.71,3.56,2.65,1.78,3.02,,
Total,,,30.33,21.42,25.57,26.70,29.42,24.43,25.52,29.84,,
Calc annual,0.00,0.00,30.33,21.42,25.57,26.70,29.42,24.43,25.52,29.84,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
