"GREENWICH ROYAL OBSERVATORY",,,,,,,,,,,,
Grid ref,TQ392774,Long,0.003091,Lat,51.478438,,,,,,,
Station no,17,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.58,1.73,,,,,,,,,,
February,5.94,0.84,,,,,,,,,,
March,2.83,2.64,,,,,,,,,,
April,2.81,1.07,,,,,,,,,,
May,1.99,1.00,,,,,,,,,,
June,1.25,1.40,,,,,,,,,,
July,1.51,0.71,,,,,,,,,,
August,3.16,,,,,,,,,,,
September,3.04,,,,,,,,,,,
October,0.91,,,,,,,,,,,
November,4.41,,,,,,,,,,,
December,2.10,,,,,,,,,,,
Total,32.53,,,,,,,,,,,
Calc annual,32.53,9.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
