"ROYAL OBSERVATORY, GREENWICH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,17,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.26,1.66,1.35,1.69,1.77,1.42,3.68,1.15,0.89,0.84,,
February,2.36,2.45,1.15,2.89,1.50,2.33,0.56,0.53,0.89,2.19,,
March,0.60,1.84,1.14,0.78,1.37,1.50,1.14,1.35,2.78,1.32,,
April,2.20,0.62,2.40,1.70,1.11,2.05,1.26,1.75,1.51,1.85,,
May,0.50,1.61,1.37,1.71,0.96,2.11,4.23,1.72,0.65,3.30,,
June,2.26,1.86,2.36,1.34,2.24,1.67,0.44,1.23,3.36,2.07,,
July,3.81,2.14,2.45,2.00,1.77,0.50,2.51,1.29,6.75,2.06,,
August,0.98,3.89,1.16,0.71,0.67,1.32,1.12,2.35,3.73,1.81,,
September,4.00,2.19,2.41,3.82,2.09,3.73,1.24,2.21,0.73,1.69,,
October,7.65,2.71,5.42,1.59,1.04,3.41,1.41,1.03,1.30,3.93,,
November,2.06,2.26,2.20,2.85,0.99,2.83,3.02,3.78,4.00,0.78,,
December,3.00,2.50,1.77,0.83,2.54,1.13,3.60,1.47,0.92,1.44,,
Total,29.68,25.73,25.18,21.91,18.05,24.00,24.21,19.86,27.51,23.28,,
Calc annual,29.68,25.73,25.18,21.91,18.05,24.00,24.21,19.86,27.51,23.28,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
