LOCH KATRINE TUNNEL HILL TOP,,,,,,,,,,,,
Grid ref,NN417088,Long,-4.556208,Lat,56.245276,,,,,,,
Station no,5515,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,10.60,5.90,8.00,16.00,9.50,7.10,14.00,7.40,8.00,9.10,,
February,6.50,2.40,2.70,14.80,6.80,6.30,8.90,8.00,5.70,3.40,,
March,0.50,5.00,7.00,20.10,5.20,10.50,5.40,7.20,7.70,1.80,,
April,5.00,7.00,4.20,3.30,11.10,4.00,2.70,4.30,3.10,6.60,,
May,7.40,2.70,3.60,3.40,4.80,2.90,6.40,7.00,4.20,4.80,,
June,6.40,7.00,2.30,3.70,5.10,2.10,1.20,7.20,3.80,2.60,,
July,4.40,3.30,3.70,7.70,4.70,3.90,5.70,2.90,4.80,3.30,,
August,6.10,4.90,3.30,11.00,7.30,7.30,8.80,8.40,5.60,3.80,,
September,7.20,8.70,6.30,6.50,8.50,4.40,4.40,3.10,8.50,2.80,,
October,9.10,7.90,7.20,17.10,6.80,6.00,10.90,5.20,2.40,12.10,,
November,7.30,6.70,9.00,6.00,3.90,9.50,8.30,6.70,5.50,3.80,,
December,17.60,8.50,10.00,9.70,10.50,7.90,6.50,11.30,8.80,8.10,,
Total,88.10,70.00,67.30,119.30,84.20,71.90,83.20,78.70,68.10,62.20,,
Calc annual,88.10,70.00,67.30,119.30,84.20,71.90,83.20,78.70,68.10,62.20,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
