"EVESHAM SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2426,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.08,0.68,3.89,2.92,0.54,2.85,1.08,1.52,1.85,3.58,,
February,2.36,1.56,1.72,0.69,1.43,2.16,2.62,0.99,0.94,2.15,,
March,0.79,1.48,2.86,3.39,2.73,0.69,2.34,1.73,1.00,4.24,,
April,2.58,0.69,0.10,2.94,0.85,1.03,1.11,1.11,2.49,1.98,,
May,1.22,0.60,2.46,2.17,1.14,2.46,2.39,3.20,1.36,1.04,,
June,3.80,1.10,5.18,0.51,3.14,1.78,1.76,1.78,0.65,0.76,,
July,2.40,0.02,4.12,1.28,5.13,3.96,1.79,1.40,2.98,3.16,,
August,3.71,1.46,7.37,1.32,-999.00,1.63,2.78,4.77,0.72,1.85,,
September,0.64,1.47,0.32,2.13,0.86,0.55,1.05,2.07,4.59,1.75,,
October,2.15,1.83,2.55,2.44,1.49,2.51,3.25,2.66,1.11,1.96,,
November,3.52,2.25,1.50,2.23,2.30,1.59,2.46,1.01,1.43,1.00,,
December,3.11,3.35,3.22,0.85,4.79,4.15,2.29,1.14,2.01,3.01,,
Total,28.36,16.49,35.29,22.87,25.48,25.36,24.92,23.38,21.13,26.48,,
Calc annual,28.36,16.49,35.29,22.87,24.40,25.36,24.92,23.38,21.13,26.48,,
Difference,0.00,0.00,-0.00,0.00,1.08,0.00,0.00,-0.00,-0.00,-0.00,,
