BRIDPORT-SYMONDSBURY-(SCHOOL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY445935,Long,-2.78786,Lat,50.73884,Elevation,83,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,0.78,4.25,1.05,1.23,4.18,5.29,4.12,3.06,5.52,1.69,4.18,3.88,4.5,3.1,5.46,1.29,5.42,2.98,2.69,2.08,2.67,0.96,5.46,4.86,3.36,6.07,2.78,4.12,4.19,7.23,2.52,2.33,3.01,2.85,5.94,0.87,0.65
February,,,,,4.31,5.13,5.45,1.49,1.9,3.82,0.45,0.17,2.41,6.98,1.25,4.75,2.03,3.79,3.07,2.09,1.17,2.72,0.01,4.29,0.08,2.94,2.29,5.08,1.05,2.02,4.2,3.76,0.19,1.11,0.48,2.19,2.75,1.4,1.12,1.42,5.34
March,,,,,4.99,0.88,3.43,2.84,1.73,4.89,3.52,1.88,2.99,1.39,1.47,0.28,0.4,4.11,3.09,0.37,1.59,1.31,2.07,3.32,2.13,1.23,4.43,3.87,0.15,1.07,3.06,2.6,2.71,1.15,0.19,0.98,0.91,7.89,1.14,1.43,1.59
April,,,,,1.22,1.15,0.77,1.39,1.22,2.09,4.03,0.81,3.25,3.03,2.74,2.35,2.45,2.17,1.4,0.66,3.27,2.35,2.78,1.86,2.39,3.86,1.84,2.3,0.05,2.14,2.12,2.87,1.41,0.74,2.08,0.69,1.21,1.51,1.84,1.69,1.93
May,,,,,1.7,2.43,2.1,1.8,1.59,0.77,1.75,1.86,0.67,1.23,5.01,4.15,1.59,0.85,1.79,2.26,1.94,3.63,3.96,2.38,1.15,1.46,0.58,2.88,2.06,0.64,1.42,1.92,4.55,2.27,0.78,2.83,4.02,2.14,3.02,2.08,1.45
June,,,,,2.01,1.55,2.02,1.46,0.78,0.62,2.34,0.51,0.62,0.47,2.12,0,2.96,2.17,1.8,2.04,0.5,3.08,2.65,1.2,1.08,3.89,2.1,0.87,0.93,2.94,0.43,2.55,0.39,1.26,2.46,3.48,3.23,2.13,2,,0.77
July,,,,,4.72,4.01,0.87,2.2,4.56,2.2,4.79,0.72,4.41,1.2,4.22,3.23,2.57,2.69,1.55,1.34,1.92,3.88,2.18,1.72,0.06,0.32,5.08,3.41,3.78,5.13,2.95,0.99,1.05,2.57,3.45,1.49,1.43,2.27,1.35,0.84,
August,,,,,2.45,1.45,4.73,4.91,1.77,2.38,1.19,2.67,2.54,1.97,2.37,3.52,1.12,3.68,1.94,2.59,3.89,3.47,1.3,1.28,4.06,2.49,0.16,1.13,3.11,2.84,0.08,3.58,4.82,3.28,2.64,1.87,4.82,1.24,4.39,1.4,
September,,,,,2.52,1.91,2.64,2.2,7.04,1.77,1.81,1.19,2.36,3.63,5.03,3.47,0.81,5.77,1.66,0.41,4.53,2.2,4.31,2.09,3.14,3.31,2.91,3.26,1.85,1.48,2.13,1.49,2.68,3.02,1.29,3.14,4.24,0.6,2.46,4.07,
October,,,,,2.12,6.9,6.77,3.76,2.01,2.12,1.99,1.01,1.63,4.76,5.42,4.12,3.36,2.4,7.15,4.77,3.18,0.49,6.08,2.1,2.15,4.54,1.48,3.99,3.85,5.36,4.3,1.54,4.8,4.87,4.5,5.29,1.65,1.07,2.5,,
November,,,,,5.07,2.42,4.58,1.22,2.57,2.24,1.27,2.71,1.78,1.33,4.43,3.46,8.8,3.91,3.29,9.95,5.86,5.14,2.49,0.89,1.55,6.68,2.82,2.11,5.93,7.87,8.03,2.23,1.33,2.71,5.22,1.25,6.16,2.33,2.36,3.95,
December,,,,,8.12,8.5,4.72,1.01,3.25,5,3.34,0.99,2.67,3.26,4.58,4.82,0.46,3.39,3.29,7.04,4.29,1.21,1.92,0.79,10.06,5.21,2.74,4.43,3.7,1.78,2.64,2.31,4.62,3.21,2.44,4.86,4.06,3.16,5.11,1.39,
Total,,,,,40.01,40.58,39.13,25.51,32.6,33.19,30.6,17.58,30.85,30.94,42.82,38.03,31.05,38.03,35.49,34.81,37.56,32.46,32.44,24,30.52,36.89,31.89,38.19,29.82,39.34,34.14,29.96,32.74,33.42,28.05,30.4,37.49,28.59,33.23,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Gauge is situated in school grounds ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is on level ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is placed at least 6ft from growing flowers or vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Printed with query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949 June Oct Part estimated ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
