PETERBOROUGH-THORPE-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL170986,Long,-0.275016,Lat,52.572646,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,1.25,1.8,1.55,0.9,1.09,1.23,2.35,0.7,1.66,0.7,1.95,2.79,0.73,0.7,1.36,1.53,1.02,3.17,0.92,0.79,0.7,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.45,0.92,0.06,1.84,2.23,1.1,0.1,0.62,2.35,0.4,1.31,3.68,0.84,1.15,0.52,2.43,0.6,1.43,0.96,1.12,0.34,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,1.87,2.22,0.81,1.06,0.3,0.53,1.47,1.83,1.33,1.3,0.55,0.54,1.95,0.94,1.3,1.75,1.75,1.53,0.9,1.68,3.1,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.61,0.61,1.12,1.2,0.32,0.89,1.29,0.49,1.38,1.45,1.9,0.81,2,1.56,1.68,0.78,1.09,0.57,2.8,2.33,1.3,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,5.84,2.17,3.24,1.28,0.55,1.51,0.99,0.45,0.91,2.23,0.66,1.37,0.38,2.5,3.18,1.85,0.8,1.38,2.87,1.02,0.98,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.96,3.62,2,2.88,0.67,2.87,0.86,1.42,2.39,0.92,1.03,3.15,2.01,2.1,2.74,0.6,2.29,2.87,1.05,1.05,2.34,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,1.94,2.47,2.09,1.96,2.73,2.42,2.62,1.89,0.25,1.09,0.75,0.95,2.28,1.16,2.68,2.04,0.88,0.68,2.58,2.12,2.79,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,2.12,1.95,3.08,1.47,1.79,2.21,1.96,1.56,1.88,2.49,1.44,2.6,1.76,3.19,3.04,2.03,3.44,1.77,2.36,2.14,1.81,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.2,0.21,0.7,2.83,1.38,0.93,0.88,4.76,3.36,0.37,4.24,0.42,0.86,1.3,2.63,1.76,2.02,0.89,0.39,2.49,1.68,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,3.16,1.16,4.48,3.43,2.08,2.04,2.14,3.68,1.03,2.39,1.65,1.75,0.75,1.86,5,0.64,1.22,3.54,3.11,1.15,3.22,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,0.16,2.55,2.39,1.35,2.04,2.67,2.96,0.8,0.89,1.45,1.44,1.85,0.99,1.69,1.62,1.16,2.3,3.29,2.14,0.86,0.55,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,1.45,0.36,2.38,0.47,1.07,1.21,1.65,2.7,1.33,1.51,1.6,3.17,3.29,1.32,0.77,1.17,0.5,2.32,2.43,0.99,3.53,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
