"PETERBOROUGH THORPE HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2075,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,1.80,1.55,0.90,1.09,1.23,2.35,0.70,1.66,0.70,1.95,,
February,0.92,0.06,1.84,2.23,1.10,0.10,0.62,2.35,0.40,1.31,,
March,2.22,0.81,1.06,0.30,0.53,1.47,1.83,1.33,1.30,0.55,,
April,0.61,1.12,1.20,0.32,0.89,1.29,0.49,1.38,1.45,1.90,,
May,2.17,3.24,1.28,0.55,1.51,0.99,0.45,0.91,2.23,0.66,,
June,3.62,2.00,2.88,0.67,2.87,0.86,1.42,2.39,0.92,1.03,,
July,2.47,2.09,1.96,2.73,2.42,2.62,1.89,0.25,1.09,0.75,,
August,1.95,3.08,1.47,1.79,2.21,1.96,1.56,1.88,2.49,1.44,,
September,0.21,0.70,2.83,1.38,0.93,0.88,4.76,3.36,0.37,4.24,,
October,1.16,4.48,3.43,2.08,2.04,2.14,3.68,1.03,2.39,1.65,,
November,2.55,2.39,1.35,2.04,2.67,2.96,0.80,0.89,1.45,1.44,,
December,0.36,2.38,0.47,1.07,1.21,1.65,2.70,1.33,1.51,1.60,,
Total,20.04,23.90,20.67,16.25,19.61,19.27,20.90,18.76,16.30,18.52,,
Calc annual,20.04,23.90,20.67,16.25,19.61,19.27,20.90,18.76,16.30,18.52,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
