"GREATHAM MANOR HOUSE",,,,,,,,,,,,
Grid ref,SU773302,Long,-0.898214,Lat,51.065939,,,,,,,
Station no,737,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.85,1.13,0.95,2.98,6.34,0.79,8.41,1.06,2.34,1.16,,
February,5.06,0.83,1.53,2.21,4.55,0.61,3.20,1.67,1.32,0.32,,
March,0.77,3.60,2.25,4.93,1.49,5.72,1.58,1.15,3.40,3.67,,
April,1.01,2.77,1.47,2.34,1.38,0.88,0.58,4.34,2.39,1.59,,
May,1.35,0.69,1.98,2.33,2.96,0.81,1.90,1.73,2.16,2.47,,
June,3.66,1.64,3.71,3.59,0.52,6.07,1.80,3.28,0.63,2.85,,
July,1.35,3.70,1.01,2.34,1.12,0.96,0.35,1.59,2.40,2.01,,
August,3.99,1.33,3.84,5.34,2.31,1.91,0.59,-999.00,3.95,2.64,,
September,1.10,1.42,1.17,2.22,1.54,2.31,2.48,0.59,2.67,2.24,,
October,2.87,3.38,2.54,10.03,0.83,1.58,5.73,7.81,2.76,8.11,,
November,2.75,0.38,3.64,2.57,1.45,5.77,5.45,2.87,1.37,0.69,,
December,4.78,5.22,2.15,3.99,2.79,1.00,2.33,4.56,3.55,4.14,,
Total,32.54,26.09,26.24,44.87,27.28,28.41,34.40,33.33,28.94,31.89,,
Calc annual,32.54,26.09,26.24,44.87,27.28,28.41,34.40,30.65,28.94,31.89,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,2.68,-0.00,-0.00,,
