"MAUNBY HALL",,,,,,,,,,,,
Grid ref,SE355862,Long,-1.456403,Lat,54.270228,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.57,,
February,,,,,,,,,,0.73,,
March,,,,,,,,,,3.20,,
April,,,,,,,,,,2.95,,
May,,,,,,,,,,1.63,,
June,,,,,,,,,0.47,2.27,,
July,,,,,,,,,3.69,2.61,,
August,,,,,,,,,,3.13,,
September,,,,,,,,,,1.91,,
October,,,,,,,,,,2.40,,
November,,,,,,,,,,0.77,,
December,,,,,,,,,,3.80,,
Total,,,,,,,24.18,25.89,23.32,25.97,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.16,25.97,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,24.18,25.89,19.16,0.00,,
