"MAUNBY HALL",,,,,,,,,,,,
Grid ref,SE355883,Long,-1.456155,Lat,54.289101,,,,,,,
Station no,3437,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.11,1.35,0.70,2.14,1.98,4.25,1.99,2.13,2.35,4.20,,
February,2.33,0.39,2.17,2.19,1.48,2.71,2.46,3.74,0.35,2.20,,
March,2.91,1.60,0.15,1.71,2.03,1.47,1.52,1.43,1.58,1.70,,
April,1.43,1.42,1.83,0.10,0.94,1.36,0.35,1.06,2.77,1.00,,
May,4.16,1.61,1.45,1.87,2.06,0.48,1.62,3.18,0.65,0.90,,
June,1.19,2.10,2.93,2.36,2.13,3.91,1.85,2.73,1.50,0.40,,
July,3.01,1.38,2.94,1.18,0.96,5.11,4.54,2.36,1.71,5.00,,
August,6.10,3.00,3.12,6.05,1.03,9.73,5.08,3.02,0.93,2.80,,
September,1.69,3.44,1.66,1.99,1.19,3.47,3.41,2.51,0.26,2.60,,
October,1.63,3.27,1.71,3.83,2.04,0.94,1.98,2.12,1.66,5.00,,
November,5.41,1.75,1.89,4.79,2.83,0.87,1.42,0.77,3.79,3.50,,
December,2.42,1.89,1.45,2.14,2.78,2.80,2.61,2.90,3.70,2.70,,
Total,34.39,23.20,22.00,30.35,21.45,37.10,28.83,27.95,21.25,32.00,,
Calc annual,34.39,23.20,22.00,30.35,21.45,37.10,28.83,27.95,21.25,32.00,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
