ROCHDALE THE CRESCENT,,,,,,,,,,,,
Grid ref,SD895130,Long,-2.160186,Lat,53.613442,,,,,,,
Station no,RR8003,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.32,2.81,2.61,4.09,3.71,1.98,5.58,1.82,,,,
February,4.18,1.76,1.61,3.90,3.81,2.06,4.20,2.33,,,,
March,0.65,3.89,2.22,4.81,2.72,4.00,3.49,3.61,,,,
April,2.58,2.79,2.17,1.63,3.02,2.97,1.90,1.82,,,,
May,1.47,1.21,2.90,3.75,3.03,0.59,3.03,3.73,,,,
June,5.10,1.80,1.28,1.61,1.02,3.22,1.27,7.46,,,,
July,2.62,2.04,2.43,4.35,1.64,2.84,2.02,3.64,,,,
August,6.03,2.61,3.49,6.13,4.86,6.84,4.77,4.02,,,,
September,1.33,1.08,2.00,5.34,1.57,2.64,1.35,1.06,,,,
October,5.62,2.86,4.44,8.78,2.02,3.23,7.49,5.37,,,,
November,3.69,5.56,2.68,3.59,3.18,3.95,4.10,3.56,,,,
December,5.51,6.03,3.40,2.57,3.46,0.88,4.35,4.73,,,,
Total,45.10,34.44,31.23,50.55,34.04,35.20,43.55,43.15,,,,
Calc annual,45.10,34.44,31.23,50.55,34.04,35.20,43.55,43.15,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,NaN,NaN,,
