"GOREY JERSEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,1.54,5.78,,,,,,
February,,,,,2.49,3.39,,,,,,
March,,,,,3.08,2.23,,,,,,
April,,,,,0.54,2.00,,,,,,
May,,,,,0.99,0.30,,,,,,
June,,,,,1.49,0.97,,,,,,
July,,,,,0.82,0.16,,,,,,
August,,,,,2.55,1.52,,,,,,
September,,,,,3.22,0.82,,,,,,
October,,,,,1.16,6.52,,,,,,
November,,,,,3.64,2.80,,,,,,
December,,,,,1.33,2.88,,,,,,
Total,,,,,22.85,29.37,,,,,,
Calc annual,0.00,0.00,0.00,0.00,22.85,29.37,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,,
