"DUBLIN ORDNANCE SURVEY OFFICE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.48,1.70,2.91,2.13,1.26,,,,,,,
February,0.60,2.60,0.37,0.58,0.97,,,,,,,
March,2.09,3.11,3.04,1.12,2.85,,,,,,,
April,2.07,1.39,4.19,1.17,0.79,,,,,,,
May,3.02,0.58,2.76,1.46,1.73,,,,,,,
June,4.17,2.73,2.59,2.35,1.56,,,,,,,
July,2.48,4.92,3.59,0.87,0.97,,,,,,,
August,4.09,3.16,1.33,3.99,1.30,,,,,,,
September,2.27,2.96,1.78,2.73,1.87,,,,,,,
October,1.97,1.74,3.13,5.75,6.17,,,,,,,
November,2.68,1.58,2.45,2.22,3.31,,,,,,,
December,2.21,1.02,2.04,2.04,1.57,,,,,,,
Total,31.13,27.49,30.18,26.41,24.35,,,,,,,
Calc annual,31.13,27.49,30.18,26.41,24.35,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
