"CARLISLE, PARHAMBECK CHURCH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,5.96,1.06,3.18,4.16,,,,,,,,
February,1.62,1.89,0.83,,,,,,,,,
March,2.94,3.27,0.62,,,,,,,,,
April,1.54,0.71,2.60,,,,,,,,,
May,2.29,0.98,4.46,,,,,,,,,
June,3.47,2.22,3.65,,,,,,,,,
July,3.36,5.02,4.65,,,,,,,,,
August,4.10,3.81,3.82,,,,,,,,,
September,1.46,5.17,2.46,,,,,,,,,
October,5.56,1.84,4.97,,,,,,,,,
November,1.57,6.45,0.86,,,,,,,,,
December,2.35,2.02,2.88,,,,,,,,,
Total,36.22,34.44,34.98,,,,,,,,,
Calc annual,36.22,34.44,34.98,4.16,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
