"DOO CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,3.04,4.65,6.55,4.40,5.11,4.68,,
February,,,,,1.80,2.86,3.88,4.42,3.69,5.21,,
March,,,,,2.97,3.28,2.93,2.70,4.24,3.43,,
April,,,,,1.90,1.40,1.65,4.86,1.49,3.34,,
May,,,,,2.04,2.55,1.71,4.62,3.23,2.72,,
June,,,,,2.84,1.33,4.61,1.63,1.81,1.11,,
July,,,,,1.60,3.99,2.04,4.63,1.55,2.23,,
August,,,,,2.32,3.85,5.39,2.78,3.80,1.34,,
September,,,,,4.42,0.61,5.20,3.07,3.05,4.07,,
October,,,,,2.19,5.61,2.40,7.27,4.11,2.34,,
November,,,,,5.23,4.98,4.25,0.72,4.58,6.18,,
December,,,,,1.54,4.51,4.60,2.97,7.81,6.19,,
Total,,,,,31.89,39.62,45.21,44.07,44.47,42.84,,
Calc annual,0.00,0.00,0.00,0.00,31.89,39.62,45.21,44.07,44.47,42.84,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,,
