"BOURLEY (ALDERSHOT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,1.25,1.58,5.25,2.15,5.11,3.58,,
February,,,,,1.36,4.17,5.25,2.01,0.84,3.33,,
March,,,,,3.23,1.00,1.68,1.02,2.27,0.98,,
April,,,,,1.98,0.75,3.12,2.40,2.37,1.10,,
May,,,,,1.50,2.50,1.84,1.32,1.07,4.53,,
June,,,,,1.21,2.25,2.56,1.56,0.45,1.52,,
July,,,,,0.45,2.11,1.91,4.68,2.70,1.05,,
August,,,,,0.96,4.42,2.98,2.08,3.26,1.29,,
September,,,,,3.47,0.58,5.81,2.25,2.72,3.56,,
October,,,,,1.76,6.93,2.02,2.71,2.70,2.50,,
November,,,,,2.81,4.48,2.29,0.30,1.19,2.25,,
December,,,,,0.96,2.33,2.38,1.63,6.76,3.88,,
Total,,,,,20.94,33.10,37.09,24.11,31.44,29.57,,
Calc annual,0.00,0.00,0.00,0.00,20.94,33.10,37.09,24.11,31.44,29.57,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,,
