"BO'NESS GRANGE LINLITHGOW",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.50,1.10,4.10,5.00,1.50,1.70,3.00,2.70,3.90,4.00,,
February,2.00,2.60,0.90,1.60,2.70,1.70,3.90,2.80,5.20,4.20,,
March,2.15,3.40,4.50,1.10,3.40,0.80,1.80,0.80,2.90,0.60,,
April,0.50,0.70,2.10,2.30,1.30,0.60,0.90,3.00,3.10,0.30,,
May,0.80,0.30,2.80,1.80,1.30,2.30,1.10,3.20,2.90,1.00,,
June,7.00,2.40,3.10,2.70,2.30,1.00,0.80,1.80,0.60,1.60,,
July,4.80,4.00,3.20,0.60,1.60,2.60,3.20,3.70,0.40,0.80,,
August,3.70,4.60,3.10,2.90,0.90,3.50,3.80,2.00,3.90,0.50,,
September,2.40,4.20,2.50,2.80,3.30,0.40,2.90,2.30,2.30,4.00,,
October,3.00,2.75,5.45,3.20,3.00,4.30,1.70,2.50,2.60,2.00,,
November,3.40,4.00,1.50,2.00,1.50,2.60,2.80,0.70,1.30,1.90,,
December,2.60,1.30,2.90,2.40,2.40,2.20,4.00,1.50,4.50,3.20,,
Total,35.85,31.35,36.15,28.40,25.20,23.70,29.90,27.00,33.60,24.10,,
Calc annual,35.85,31.35,36.15,28.40,25.20,23.70,29.90,27.00,33.60,24.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
