"WESTON (BATH)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,3.67,3.66,2.07,4.20,4.36,4.05,4.78,4.55,,
February,,,0.45,0.76,1.35,2.40,4.21,2.38,1.49,2.76,,
March,,,5.00,1.19,2.58,1.16,1.89,4.19,1.32,1.28,,
April,,,3.53,1.83,1.68,0.90,1.98,2.79,1.87,0.85,,
May,,,4.81,2.71,0.96,1.96,1.33,1.88,0.80,4.94,,
June,,,3.56,4.47,1.71,1.49,3.50,1.75,0.99,1.32,,
July,,,2.96,0.52,0.80,4.33,2.00,3.17,0.60,1.05,,
August,,,0.99,3.56,0.80,4.91,2.71,2.11,4.86,1.06,,
September,,,2.76,4.40,3.50,0.07,7.00,1.78,3.90,4.94,,
October,,,5.67,5.01,1.96,4.45,1.67,3.66,2.81,2.13,,
November,,,1.00,3.09,2.11,3.36,2.32,1.35,1.86,2.23,,
December,,,2.16,1.21,2.97,2.60,3.51,1.47,5.13,3.92,,
Total,,,36.56,32.41,22.49,31.83,36.48,30.58,30.41,31.03,,
Calc annual,0.00,0.00,36.56,32.41,22.49,31.83,36.48,30.58,30.41,31.03,,
Difference,NaN,NaN,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,,
