"BUNESSAN, MULL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5446,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,8.14,5.55,,,,
February,,,,,,4.42,5.72,4.04,,,,
March,,,,,,3.69,4.52,,,,,
April,,,,,,1.87,1.58,,,,,
May,,,,,,3.92,1.11,,,,,
June,,,,,,1.53,2.10,,,,,
July,,,,,,3.93,3.01,,,,,
August,,,,,,4.93,6.47,,,,,
September,,,,,,2.23,6.74,,,,,
October,,,,,,5.71,5.74,,,,,
November,,,,,,6.99,6.31,,,,,
December,,,,,,5.00,7.49,,,,,
Total,,,,,,,58.93,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,44.22,58.93,9.59,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,NaN,NaN,NaN,,
