"OLD TRAFFORD MANCHESTER",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,2.25,4.47,1.53,3.01,3.50,3.47,2.55,2.53,,
February,,,0.59,0.97,3.99,2.38,3.07,2.38,2.29,4.31,,
March,,,3.51,0.85,2.16,1.72,2.20,1.53,3.66,1.38,,
April,,,2.64,1.29,1.58,1.17,0.37,4.26,1.70,1.56,,
May,,,4.31,1.81,3.12,3.33,1.66,1.96,0.92,2.41,,
June,,,2.83,5.04,2.68,1.07,4.17,1.62,0.35,1.49,,
July,,,4.46,1.99,2.02,2.97,3.85,4.29,0.36,1.33,,
August,,,2.57,4.91,2.32,4.02,5.15,1.17,2.39,2.60,,
September,,,4.69,5.25,4.17,0.74,7.25,2.95,1.75,6.33,,
October,,,4.98,6.24,1.80,5.21,2.50,4.11,4.23,3.10,,
November,,,1.73,2.90,3.34,2.99,5.69,1.41,2.83,4.04,,
December,,,3.21,3.13,1.97,0.82,4.02,4.33,7.73,3.72,,
Total,,,37.77,38.85,30.68,29.43,43.43,33.48,30.76,34.80,,
Calc annual,0.00,0.00,37.77,38.85,30.68,29.43,43.43,33.48,30.76,34.80,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
