"STANLEY, PERTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR453,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,2.30,2.15,5.02,3.65,3.27,1.92,3.65,3.83,4.45,,,
February,2.20,2.60,1.40,1.36,2.85,1.95,3.08,2.05,2.58,,,
March,2.50,2.97,2.50,1.30,2.10,0.99,2.76,2.15,2.45,,,
April,0.38,0.20,2.21,2.11,0.77,0.42,1.06,2.80,3.15,,,
May,1.35,2.20,3.53,1.65,1.71,2.31,0.53,3.23,2.45,,,
June,6.37,1.70,3.51,2.95,2.10,0.32,1.10,1.30,1.10,,,
July,3.13,4.48,2.50,0.55,2.31,4.95,3.46,5.12,0.55,,,
August,2.50,5.42,3.15,4.57,0.56,3.67,3.60,2.10,4.80,,,
September,0.66,4.50,1.35,2.92,3.71,0.58,3.97,1.56,3.65,,,
October,1.50,2.61,3.90,2.45,3.23,4.60,2.27,2.55,2.18,,,
November,3.40,4.10,1.45,1.87,3.05,2.60,1.79,0.31,1.90,,,
December,4.82,1.65,3.55,2.37,2.94,3.15,3.51,0.93,5.77,,,
Total,31.11,34.58,34.07,27.75,28.60,27.46,30.78,27.93,35.03,,,
Calc annual,31.11,34.58,34.07,27.75,28.60,27.46,30.78,27.93,35.03,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
