"ROEBERRY ORKNEY SOUTH RONALDSAY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR351,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,,3.66,3.24,2.63,,
February,,,,,,,,2.41,3.02,3.29,,
March,,,,,,,2.39,1.23,2.72,1.47,,
April,,,,,,,1.08,3.74,2.22,2.00,,
May,,,,,,,1.54,1.27,1.45,1.17,,
June,,,,,,,2.40,1.66,-999.00,1.15,,
July,,,,,,,1.06,2.11,1.47,1.99,,
August,,,,,,,2.59,2.11,5.11,1.52,,
September,,,,,,,3.26,4.57,1.59,5.79,,
October,,,,,,,2.59,4.54,4.67,1.82,,
November,,,,,,,6.31,2.04,1.54,4.74,,
December,,,,,,,3.95,3.33,3.19,3.25,,
Total,,,,,,,,32.67,32.09,30.82,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,27.17,32.67,30.22,30.82,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,1.87,0.00,,
